Local time in Kolkata / Dum Dum (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
25.03.2020 23:00,26.0,756.6,756.9,89,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,24.0,
25.03.2020 22:30,26.0,756.6,756.9,89,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,24.0,
25.03.2020 22:00,27.0,756.6,756.9,84,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,24.0,
25.03.2020 21:30,27.0,756.6,756.9,70,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
25.03.2020 21:00,28.0,755.9,756.2,66,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,21.0,
25.03.2020 20:30,28.0,755.9,756.2,66,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,21.0,
25.03.2020 20:00,28.0,755.9,756.2,66,Wind blowing from the south,4,,Haze,,No Significant Clouds,3.5,21.0,
25.03.2020 19:30,28.0,755.1,755.4,70,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,22.0,
25.03.2020 19:00,30.0,755.1,755.4,62,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,22.0,
25.03.2020 18:30,31.0,754.3,754.6,59,Wind blowing from the north-west,1,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
25.03.2020 18:00,31.0,754.3,754.6,55,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,21.0,
25.03.2020 17:30,32.0,754.3,754.6,52,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,21.0,
25.03.2020 17:00,33.0,754.3,754.6,52,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,22.0,
25.03.2020 16:30,33.0,754.3,754.6,56,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,23.0,
25.03.2020 16:00,33.0,754.3,754.6,59,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 15:30,33.0,754.3,754.6,59,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 15:00,33.0,755.1,755.4,59,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 14:30,34.0,755.1,755.4,56,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 14:00,33.0,755.1,755.4,59,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 13:30,32.0,755.9,756.2,63,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,4.0,24.0,
25.03.2020 13:00,32.0,755.9,756.2,63,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,24.0,
25.03.2020 12:30,32.0,756.6,756.9,63,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,24.0,
25.03.2020 12:00,31.0,756.6,756.9,70,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,25.0,
25.03.2020 11:30,31.0,757.4,757.7,70,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,25.0,
25.03.2020 11:00,31.0,757.4,757.7,70,Wind blowing from the south-southeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 750 m,3.8,25.0,
25.03.2020 10:30,31.0,757.9,758.2,70,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 600 m,3.5,25.0,
25.03.2020 10:00,30.0,757.9,758.2,75,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.0,25.0,
25.03.2020 09:30,29.0,757.9,758.2,74,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.0,24.0,
25.03.2020 09:00,28.0,757.9,758.2,70,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.0,22.0,
25.03.2020 08:30,27.0,757.4,757.7,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.0,22.0,
25.03.2020 08:00,26.0,757.4,757.7,79,Wind blowing from the south-southeast,1,,Haze,,No Significant Clouds,2.8,22.0,
25.03.2020 07:30,24.0,757.4,757.7,89,Calm  no wind,0,,Haze,,No Significant Clouds,2.6,22.0,
25.03.2020 07:00,23.0,756.6,756.9,89,Calm  no wind,0,,Haze,,No Significant Clouds,2.6,21.0,
25.03.2020 06:30,21.0,756.5,756.9,88,Calm  no wind,0,,Haze,,No Significant Clouds,2.4,19.0,
25.03.2020 06:00,21.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,2.4,19.0,
25.03.2020 05:30,21.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,2.6,19.0,
25.03.2020 05:00,21.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
25.03.2020 04:30,21.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,19.0,
25.03.2020 04:00,22.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 03:30,22.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 03:00,22.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 02:30,22.0,755.8,756.2,88,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 02:00,23.0,755.9,756.2,83,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 01:30,23.0,755.9,756.2,83,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 01:00,23.0,756.6,756.9,83,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,20.0,
25.03.2020 00:30,24.0,756.6,756.9,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,20.0,
25.03.2020 00:00,24.0,756.6,756.9,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 23:30,24.0,756.6,756.9,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 23:00,24.0,756.6,756.9,74,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 22:30,24.0,756.6,756.9,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 22:00,25.0,756.6,756.9,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 21:30,25.0,756.6,756.9,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 21:00,25.0,756.6,756.9,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
24.03.2020 20:30,26.0,756.6,756.9,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
24.03.2020 20:00,27.0,756.6,756.9,62,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
24.03.2020 19:30,27.0,755.9,756.2,62,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
24.03.2020 19:00,28.0,755.9,756.2,62,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,3.5,20.0,
24.03.2020 18:30,28.0,755.1,755.4,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,20.0,
24.03.2020 18:00,29.0,755.1,755.4,58,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,3.5,20.0,
24.03.2020 17:30,30.0,754.3,754.6,55,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,4.0,20.0,
24.03.2020 17:00,31.0,755.1,755.4,52,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 750 m,4.0,20.0,
24.03.2020 16:30,31.0,755.1,755.4,55,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,21.0,
24.03.2020 16:00,31.0,755.1,755.4,55,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,21.0,
24.03.2020 15:30,32.0,755.1,755.4,55,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,22.0,
24.03.2020 15:00,32.0,755.1,755.4,55,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,22.0,
24.03.2020 14:30,32.0,755.1,755.4,59,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,4.0,23.0,
24.03.2020 14:00,31.0,755.9,756.2,62,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
24.03.2020 13:30,31.0,755.9,756.2,62,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,23.0,
24.03.2020 13:00,31.0,756.6,756.9,62,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,23.0,
24.03.2020 12:30,30.0,757.4,757.7,70,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,24.0,
24.03.2020 12:00,30.0,757.9,758.2,70,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,24.0,
24.03.2020 11:30,30.0,757.9,758.2,66,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.8,23.0,
24.03.2020 11:00,29.0,757.9,758.2,66,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,3.8,22.0,
24.03.2020 10:30,29.0,758.7,759.0,66,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 600 m,3.5,22.0,
24.03.2020 10:00,28.0,758.7,759.0,70,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,22.0,
24.03.2020 09:30,27.0,758.7,759.0,74,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,22.0,
24.03.2020 09:00,26.0,758.7,759.0,79,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,2.8,22.0,
24.03.2020 08:30,25.0,758.7,759.0,89,Wind blowing from the east,3,,Mist,,Scattered clouds (40-50%) 600 m,2.4,23.0,
24.03.2020 08:00,24.0,758.7,759.0,89,Wind blowing from the east,2,,Mist,,Few clouds (10-30%) 600 m,2.4,22.0,
24.03.2020 07:30,23.0,758.6,759.0,94,Wind blowing from the east,3,,Mist,,Few clouds (10-30%) 600 m,2.0,22.0,
24.03.2020 07:00,22.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,1.6,21.0,
24.03.2020 06:30,21.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,1.6,20.0,
24.03.2020 06:00,20.0,757.8,758.2,100,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,1.5,20.0,
24.03.2020 05:30,20.0,757.3,757.7,100,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,20.0,
24.03.2020 05:00,21.0,757.3,757.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,2.4,20.0,
24.03.2020 04:30,21.0,757.3,757.7,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.4,20.0,
24.03.2020 04:00,20.0,757.3,757.7,94,Wind blowing from the north-east,3,,Mist,,Few clouds (10-30%) 540 m,2.4,19.0,
24.03.2020 03:30,20.0,756.5,756.9,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.6,19.0,
24.03.2020 03:00,20.0,756.5,756.9,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.6,19.0,
24.03.2020 02:30,20.0,756.5,756.9,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.6,19.0,
24.03.2020 02:00,20.0,757.3,757.7,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.8,19.0,
24.03.2020 01:30,20.0,757.3,757.7,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.8,19.0,
24.03.2020 01:00,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m,2.8,19.0,
24.03.2020 00:30,20.0,757.8,758.2,94,Wind blowing from the north,2,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
24.03.2020 00:00,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
23.03.2020 23:30,21.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.0,20.0,
23.03.2020 23:00,21.0,757.8,758.2,100,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,3.0,21.0,
23.03.2020 22:30,22.0,757.8,758.2,94,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,21.0,
23.03.2020 22:00,22.0,757.8,758.2,83,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
23.03.2020 21:30,22.0,757.8,758.2,83,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
23.03.2020 21:00,21.0,757.8,758.2,83,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.8,18.0,
23.03.2020 20:30,21.0,757.8,758.2,83,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.8,18.0,
23.03.2020 20:00,21.0,757.8,758.2,88,Wind blowing from the south,7,,Thunderstorm  rain,,Scattered clouds (40-50%) 450 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2700 m,2.5,19.0,
23.03.2020 19:30,19.0,758.6,759.0,94,Wind blowing from the south-west,7,,Thunderstorm  hail,,Scattered clouds (40-50%) 450 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2700 m,1.6,18.0,
23.03.2020 19:00,28.0,756.6,756.9,62,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
23.03.2020 18:30,28.0,756.6,756.9,62,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,20.0,
23.03.2020 18:00,28.0,755.9,756.2,58,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
23.03.2020 17:30,29.0,755.9,756.2,55,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,19.0,
23.03.2020 17:00,30.0,755.9,756.2,49,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 3000 m,4.0,18.0,
23.03.2020 16:30,31.0,755.9,756.2,46,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 750 m,4.5,18.0,
23.03.2020 16:00,31.0,756.6,756.9,46,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 750 m,4.5,18.0,
23.03.2020 15:30,31.0,756.6,756.9,46,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 750 m,4.5,18.0,
23.03.2020 15:00,32.0,756.6,756.9,46,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 750 m,4.5,19.0,
23.03.2020 14:30,32.0,756.6,756.9,49,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 750 m,4.5,20.0,
23.03.2020 14:00,31.0,757.4,757.7,52,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 750 m,4.5,20.0,
23.03.2020 13:30,31.0,757.4,757.7,52,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 750 m,4.5,20.0,
23.03.2020 13:00,31.0,757.4,757.7,55,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 600 m,4.5,21.0,
23.03.2020 12:30,30.0,758.7,759.0,62,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 600 m,4.5,22.0,
23.03.2020 12:00,30.0,758.7,759.0,62,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 600 m,4.5,22.0,
23.03.2020 11:30,30.0,759.4,759.7,62,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 600 m,4.5,22.0,
23.03.2020 11:00,29.0,759.4,759.7,66,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 600 m,4.0,22.0,
23.03.2020 10:30,29.0,759.4,759.7,70,Wind blowing from the north-northeast,2,,Haze,,Few clouds (10-30%) 600 m,4.0,23.0,
23.03.2020 10:00,28.0,759.4,759.7,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.8,23.0,
23.03.2020 09:30,27.0,759.4,759.7,79,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,3.5,23.0,
23.03.2020 09:00,26.0,759.4,759.7,84,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,23.0,
23.03.2020 08:30,25.0,759.4,759.7,83,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,22.0,
23.03.2020 08:00,24.0,759.4,759.7,89,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,22.0,
23.03.2020 07:30,24.0,759.4,759.7,89,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.8,22.0,
23.03.2020 07:00,23.0,759.3,759.7,89,Calm  no wind,0,,Haze,,No Significant Clouds,2.8,21.0,
23.03.2020 06:30,21.0,758.6,759.0,94,Calm  no wind,0,,Mist,,No Significant Clouds,2.6,20.0,
23.03.2020 06:00,20.0,758.6,759.0,94,Calm  no wind,0,,Mist,,No Significant Clouds,2.5,19.0,
23.03.2020 05:30,20.0,758.6,759.0,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,19.0,
23.03.2020 05:00,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,19.0,
23.03.2020 04:30,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,19.0,
23.03.2020 04:00,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,19.0,
23.03.2020 03:30,20.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,19.0,
23.03.2020 03:00,21.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,20.0,
23.03.2020 02:30,21.0,757.8,758.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,20.0,
23.03.2020 02:00,21.0,758.6,759.0,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,20.0,
23.03.2020 01:30,21.0,758.6,759.0,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,20.0,
23.03.2020 01:00,22.0,758.6,759.0,94,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.6,21.0,
23.03.2020 00:30,23.0,758.6,759.0,89,Wind blowing from the north-northeast,1,,Haze,,Few clouds (10-30%) 600 m,2.8,21.0,
23.03.2020 00:00,23.0,758.6,759.0,89,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,21.0,
22.03.2020 23:30,24.0,758.7,759.0,83,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.2,21.0,
22.03.2020 23:00,24.0,759.4,759.7,83,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,21.0,
22.03.2020 22:30,24.0,759.4,759.7,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 22:00,24.0,759.4,759.7,78,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 21:30,24.0,759.4,759.7,78,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 21:00,25.0,759.4,759.7,74,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 20:30,25.0,758.7,759.0,74,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 20:00,25.0,758.7,759.0,74,Wind blowing from the south-southwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 19:30,25.0,757.9,758.2,74,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 19:00,25.0,757.9,758.2,79,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.2,21.0,
22.03.2020 18:30,26.0,757.9,758.2,70,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.2,20.0,
22.03.2020 18:00,27.0,757.9,758.2,62,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,19.0,
22.03.2020 17:30,28.0,757.4,757.7,55,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
22.03.2020 17:00,28.0,757.4,757.7,58,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,19.0,
22.03.2020 16:30,29.0,757.4,757.7,55,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.5,19.0,
22.03.2020 16:00,30.0,757.4,757.7,55,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 600 m,4.5,20.0,
22.03.2020 15:30,30.0,757.4,757.7,52,Wind blowing from the east-northeast,3,,Haze,,Few clouds (10-30%) 600 m,4.5,19.0,
22.03.2020 15:00,30.0,757.4,757.7,52,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m,4.5,19.0,
22.03.2020 14:30,30.0,757.4,757.7,52,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m,4.5,19.0,
22.03.2020 14:00,30.0,757.9,758.2,49,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 13:30,29.0,757.9,758.2,48,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,17.0,
22.03.2020 13:00,29.0,758.7,759.0,51,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 12:30,29.0,759.4,759.7,51,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 12:00,29.0,759.4,759.7,51,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 3000 m,4.5,18.0,
22.03.2020 11:30,28.0,759.4,759.7,55,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 11:00,28.0,760.2,760.5,55,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 10:30,27.0,760.2,760.5,58,Wind blowing from the south-east,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
22.03.2020 10:00,26.0,760.2,760.5,61,Wind blowing from the south-southeast,5,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,18.0,
22.03.2020 09:30,24.0,760.9,761.2,69,Wind blowing from the south-east,5,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 09:00,24.0,760.2,760.5,65,Wind blowing from the south-east,5,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 08:30,22.0,760.1,760.5,73,Wind blowing from the east-southeast,5,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,2.8,17.0,
22.03.2020 08:00,21.0,760.1,760.5,78,Wind blowing from the east-southeast,4,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.8,17.0,
22.03.2020 07:30,19.0,760.1,760.5,88,Wind blowing from the east-southeast,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,17.0,
22.03.2020 07:00,19.0,760.1,760.5,83,Wind blowing from the east,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,16.0,
22.03.2020 06:30,18.0,760.1,760.5,88,Wind blowing from the north-west,6,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,16.0,
22.03.2020 06:00,17.0,758.6,759.0,94,Wind blowing from the south-southeast,3,,Thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,16.0,
