Local time in Kolkata / Dum Dum (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
13.04.2020 23:30,27.0,756.6,756.9,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 600 m,3.2,26.0,
13.04.2020 23:00,27.0,756.6,756.9,94,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 600 m,3.2,26.0,
13.04.2020 22:30,27.0,756.6,756.9,100,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,3.3,27.0,
13.04.2020 22:00,28.0,756.6,756.9,94,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
13.04.2020 21:30,28.0,756.6,756.9,94,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
13.04.2020 21:00,28.0,755.9,756.2,94,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
13.04.2020 20:30,28.0,755.9,756.2,100,Wind blowing from the south-southeast,5,,Haze,,No Significant Clouds,3.5,28.0,
13.04.2020 20:00,29.0,755.1,755.4,94,Wind blowing from the south-southeast,5,,Haze,,No Significant Clouds,3.5,28.0,
13.04.2020 19:30,29.0,755.1,755.4,94,Wind blowing from the south-southeast,4,,Haze,,No Significant Clouds,3.8,28.0,
13.04.2020 19:00,30.0,754.3,754.6,89,Wind blowing from the south-east,5,,Haze,,No Significant Clouds,3.8,28.0,
13.04.2020 18:30,31.0,754.3,754.6,84,Wind blowing from the south-east,4,,Haze,,No Significant Clouds,3.8,28.0,
13.04.2020 18:00,32.0,753.6,753.9,75,Wind blowing from the south-east,5,,Haze,,Few clouds (10-30%) 600 m,3.8,27.0,
13.04.2020 17:30,33.0,753.6,753.9,75,Wind blowing from the south-east,5,,Haze,,Few clouds (10-30%) 600 m,3.8,28.0,
13.04.2020 17:00,35.0,753.6,753.9,63,Wind blowing from the south-east,4,,Haze,,Few clouds (10-30%) 600 m,3.8,27.0,
13.04.2020 16:30,35.0,753.6,753.9,60,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 16:00,35.0,753.6,753.9,60,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 15:30,36.0,753.6,753.9,56,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 15:00,36.0,753.6,753.9,56,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 14:30,35.0,753.6,753.9,60,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 14:00,35.0,754.3,754.6,60,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 13:30,35.0,754.3,754.6,60,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,4.0,26.0,
13.04.2020 13:00,34.0,755.1,755.4,67,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m,4.0,27.0,
13.04.2020 12:30,34.0,755.1,755.4,67,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 540 m,4.0,27.0,
13.04.2020 12:00,33.0,755.9,756.2,71,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m,4.0,27.0,
13.04.2020 11:30,32.0,756.6,756.9,71,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 540 m,4.0,26.0,
13.04.2020 11:00,32.0,756.6,756.9,71,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,4.0,26.0,
13.04.2020 10:30,31.0,757.4,757.7,79,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.8,27.0,
13.04.2020 10:00,31.0,757.4,757.7,79,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.8,27.0,
13.04.2020 09:30,30.0,757.4,757.7,84,Wind blowing from the south-southeast,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.8,27.0,
13.04.2020 09:00,29.0,757.4,757.7,89,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 450 m  scattered clouds (40-50%) 3000 m,3.5,27.0,
13.04.2020 08:30,29.0,757.4,757.7,89,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 450 m  scattered clouds (40-50%) 3000 m,3.5,27.0,
13.04.2020 08:00,28.0,757.4,757.7,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.2,27.0,
13.04.2020 07:30,27.0,756.6,756.9,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 2700 m,3.0,26.0,
13.04.2020 07:00,27.0,756.6,756.9,94,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.0,26.0,
13.04.2020 06:30,27.0,755.9,756.2,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,2.8,26.0,
13.04.2020 06:00,26.0,755.1,755.4,94,Wind blowing from the south-southeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,2.6,25.0,
13.04.2020 05:30,26.0,755.1,755.4,94,Wind blowing from the south-southeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,2.6,25.0,
13.04.2020 05:00,26.0,755.1,755.4,94,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m,2.8,25.0,
13.04.2020 04:30,26.0,755.1,755.4,94,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m,2.8,25.0,
13.04.2020 04:00,26.0,755.1,755.4,94,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 600 m,3.2,25.0,
13.04.2020 03:30,26.0,755.1,755.4,94,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.2,25.0,
13.04.2020 03:00,26.0,755.1,755.4,94,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 02:30,26.0,755.1,755.4,94,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 02:00,26.0,755.1,755.4,94,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 01:30,26.0,755.1,755.4,94,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 01:00,26.0,755.9,756.2,94,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 00:30,27.0,755.9,756.2,89,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,25.0,
13.04.2020 00:00,27.0,756.6,756.9,94,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,3.5,26.0,
12.04.2020 23:30,27.0,756.6,756.9,94,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
12.04.2020 23:00,27.0,756.6,756.9,94,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
12.04.2020 22:30,27.0,756.6,756.9,94,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
12.04.2020 22:00,28.0,756.6,756.9,89,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
12.04.2020 21:30,28.0,756.6,756.9,94,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
12.04.2020 21:00,28.0,756.6,756.9,94,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
12.04.2020 20:30,29.0,756.6,756.9,89,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.5,27.0,
12.04.2020 20:00,29.0,755.9,756.2,94,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 600 m,3.5,28.0,
12.04.2020 19:30,30.0,755.9,756.2,89,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,28.0,
12.04.2020 19:00,30.0,755.9,756.2,84,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.5,27.0,
12.04.2020 18:30,30.0,755.1,755.4,84,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 900 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,27.0,
12.04.2020 18:00,30.0,755.1,755.4,84,Wind blowing from the east-southeast,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 450 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.4,27.0,
12.04.2020 17:30,31.0,754.3,754.6,79,Wind blowing from the east-southeast,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 450 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.4,27.0,
12.04.2020 17:00,32.0,754.3,754.6,75,Wind blowing from the east-southeast,4,,Thunderstorm,,Few clouds (10-30%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.6,27.0,
12.04.2020 16:30,32.0,754.3,754.6,75,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  scattered clouds (40-50%) 3000 m,4.0,27.0,
12.04.2020 16:00,33.0,755.1,755.4,67,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.2,26.0,
12.04.2020 15:30,34.0,755.1,755.4,63,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.2,26.0,
12.04.2020 15:00,34.0,755.1,755.4,63,Wind blowing from the east-southeast,4,,Haze,,Few clouds (10-30%) 600 m,4.2,26.0,
12.04.2020 14:30,34.0,755.9,756.2,67,Wind blowing from the east,4,,Haze,,Few clouds (10-30%) 600 m,4.2,27.0,
12.04.2020 14:00,33.0,755.9,756.2,71,Wind blowing from the east,4,,Haze,,Few clouds (10-30%) 600 m,4.2,27.0,
12.04.2020 13:30,33.0,756.6,756.9,71,Wind blowing from the east-southeast,3,,Haze,,Few clouds (10-30%) 600 m,4.2,27.0,
12.04.2020 13:00,33.0,756.6,756.9,71,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,4.2,27.0,
12.04.2020 12:30,33.0,757.4,757.7,67,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m,4.2,26.0,
12.04.2020 12:00,32.0,757.4,757.7,67,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.2,25.0,
12.04.2020 11:30,32.0,757.9,758.2,67,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 600 m,4.0,25.0,
12.04.2020 11:00,31.0,757.9,758.2,70,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 600 m,4.0,25.0,
12.04.2020 10:30,31.0,758.7,759.0,70,Wind blowing from the east-northeast,3,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,25.0,
12.04.2020 10:00,30.0,758.7,759.0,79,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,4.0,26.0,
12.04.2020 09:30,29.0,758.7,759.0,79,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 600 m,3.8,25.0,
12.04.2020 09:00,28.0,757.9,758.2,79,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.8,24.0,
12.04.2020 08:30,27.0,758.7,759.0,84,Wind blowing from the south-east,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.8,24.0,
12.04.2020 08:00,26.0,758.7,759.0,84,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,23.0,
12.04.2020 07:30,26.0,758.7,759.0,79,Wind blowing from the south-east,4,,Haze,,Scattered clouds (40-50%) 600 m  scattered clouds (40-50%) 3000 m,3.5,22.0,
12.04.2020 07:00,25.0,757.9,758.2,79,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,3.5,21.0,
12.04.2020 06:30,25.0,757.9,758.2,74,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,3.0,20.0,
12.04.2020 06:00,24.0,757.9,758.2,74,Wind blowing from the south-southeast,3,,Haze,,Scattered clouds (40-50%) 600 m,3.0,19.0,
12.04.2020 05:30,24.0,757.4,757.7,74,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m,3.0,19.0,
12.04.2020 05:00,24.0,757.4,757.7,74,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 600 m,3.0,19.0,
12.04.2020 04:30,24.0,757.4,757.7,74,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m,3.0,19.0,
12.04.2020 04:00,24.0,756.6,756.9,69,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
12.04.2020 03:30,24.0,757.4,757.7,69,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
12.04.2020 03:00,24.0,757.4,757.7,69,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.0,18.0,
12.04.2020 02:30,24.0,757.4,757.7,69,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.2,18.0,
12.04.2020 02:00,24.0,757.4,757.7,69,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.2,18.0,
12.04.2020 01:30,24.0,757.4,757.7,74,Wind blowing from the south-southeast,3,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
12.04.2020 01:00,24.0,757.9,758.2,74,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
12.04.2020 00:30,24.0,757.9,758.2,74,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
12.04.2020 00:00,24.0,758.7,759.0,74,Wind blowing from the south-east,3,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
11.04.2020 23:30,25.0,758.7,759.0,69,Wind blowing from the east-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
11.04.2020 23:00,25.0,758.7,759.0,69,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
11.04.2020 22:30,25.0,758.7,759.0,69,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,3.2,19.0,
11.04.2020 22:00,26.0,758.7,759.0,70,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 600 m,3.2,20.0,
11.04.2020 21:30,27.0,758.7,759.0,66,Wind blowing from the east-northeast,3,,Haze,,Scattered clouds (40-50%) 600 m,3.2,20.0,
11.04.2020 21:00,27.0,758.7,759.0,70,Wind blowing from the east-northeast,4,,Haze,,Scattered clouds (40-50%) 600 m,3.2,21.0,
11.04.2020 20:30,29.0,757.9,758.2,74,Wind blowing from the east-northeast,5,,Haze,,Scattered clouds (40-50%) 600 m,3.5,24.0,
11.04.2020 20:00,30.0,756.6,756.9,70,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.5,24.0,
11.04.2020 19:30,30.0,756.6,756.9,70,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.5,24.0,
11.04.2020 19:00,32.0,755.9,756.2,67,Wind blowing from the south,7,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.5,25.0,
11.04.2020 18:30,33.0,755.9,756.2,59,Wind blowing from the south-southwest,7,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.5,24.0,
11.04.2020 18:00,33.0,755.9,756.2,59,Wind blowing from the south-southwest,7,,Haze,,Scattered clouds (40-50%) 600 m  few clouds (10-30%) 900 m  cumulonimbus clouds,3.5,24.0,
11.04.2020 17:30,34.0,755.1,755.4,49,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m,3.8,22.0,
11.04.2020 17:00,35.0,755.1,755.4,44,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,21.0,
11.04.2020 16:30,35.0,755.1,755.4,41,Wind blowing from the south,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  scattered clouds (40-50%) 3000 m,4.0,20.0,
11.04.2020 16:00,35.0,755.1,755.4,41,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 750 m  scattered clouds (40-50%) 3000 m,4.5,20.0,
11.04.2020 15:30,36.0,755.9,756.2,44,Wind blowing from the south,6,,Haze,,Few clouds (10-30%) 600 m,5.0,22.0,
11.04.2020 15:00,36.0,755.9,756.2,50,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,5.0,24.0,
11.04.2020 14:30,37.0,756.6,756.9,47,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,5.0,24.0,
11.04.2020 14:00,37.0,756.6,756.9,47,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m,5.0,24.0,
11.04.2020 13:30,37.0,757.4,757.7,47,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m,5.0,24.0,
11.04.2020 13:00,36.0,757.4,757.7,50,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m,5.0,24.0,
11.04.2020 12:30,36.0,757.9,758.2,53,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,5.0,25.0,
11.04.2020 12:00,36.0,758.7,759.0,53,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,4.5,25.0,
11.04.2020 11:30,35.0,758.7,759.0,60,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,4.5,26.0,
11.04.2020 11:00,35.0,759.4,759.7,63,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,4.5,27.0,
11.04.2020 10:30,34.0,759.4,759.7,71,Wind blowing from the west-southwest,3,,Haze,,No Significant Clouds,4.5,28.0,
11.04.2020 10:00,33.0,759.4,759.7,71,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,4.5,27.0,
11.04.2020 09:30,32.0,759.4,759.7,71,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,4.5,26.0,
11.04.2020 09:00,31.0,759.4,759.7,75,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,4.0,26.0,
11.04.2020 08:30,30.0,759.4,759.7,84,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,4.0,27.0,
11.04.2020 08:00,30.0,759.4,759.7,79,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,26.0,
11.04.2020 07:30,28.0,759.4,759.7,89,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.2,26.0,
11.04.2020 07:00,27.0,758.7,759.0,94,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 600 m,3.0,26.0,
11.04.2020 06:30,27.0,758.7,759.0,94,Wind blowing from the south-west,5,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.0,26.0,
11.04.2020 06:00,27.0,758.7,759.0,94,Wind blowing from the south-west,5,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.0,26.0,
11.04.2020 05:30,27.0,758.7,759.0,94,Wind blowing from the south-west,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.0,26.0,
11.04.2020 05:00,27.0,757.9,758.2,94,Wind blowing from the south-southwest,5,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.2,26.0,
11.04.2020 04:30,26.0,757.9,758.2,100,Wind blowing from the south-southwest,5,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 04:00,26.0,757.9,758.2,100,Wind blowing from the south-west,4,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 03:30,27.0,757.9,758.2,94,Wind blowing from the south-west,4,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 03:00,27.0,757.4,757.7,94,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 02:30,27.0,757.4,757.7,94,Wind blowing from the south-west,3,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 02:00,27.0,757.4,757.7,94,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m,3.5,26.0,
11.04.2020 01:30,27.0,757.9,758.2,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
11.04.2020 01:00,27.0,757.9,758.2,94,Wind blowing from the south,3,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
11.04.2020 00:30,27.0,757.9,758.2,94,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
11.04.2020 00:00,27.0,757.9,758.2,94,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 23:30,27.0,758.7,759.0,94,Wind blowing from the south-southwest,4,,Haze,,Scattered clouds (40-50%) 540 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 23:00,27.0,758.7,759.0,94,Wind blowing from the south-southwest,6,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 22:30,27.0,758.7,759.0,94,Wind blowing from the south-southwest,6,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 22:00,27.0,758.7,759.0,94,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 21:30,27.0,758.7,759.0,94,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 21:00,28.0,758.7,759.0,84,Wind blowing from the south,6,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,25.0,
10.04.2020 20:30,28.0,757.9,758.2,84,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,25.0,
10.04.2020 20:00,29.0,757.9,758.2,84,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,26.0,
10.04.2020 19:30,30.0,757.4,757.7,79,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 3000 m,3.5,26.0,
10.04.2020 19:00,30.0,757.4,757.7,79,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 3000 m,3.3,26.0,
10.04.2020 18:30,32.0,757.4,757.7,71,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 3000 m,3.3,26.0,
10.04.2020 18:00,32.0,756.6,756.9,71,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 3000 m,3.3,26.0,
10.04.2020 17:30,33.0,756.6,756.9,67,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 3000 m,3.3,26.0,
10.04.2020 17:00,34.0,756.6,756.9,59,Wind blowing from the south,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,25.0,
10.04.2020 16:30,34.0,756.6,756.9,59,Wind blowing from the south-southeast,5,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,25.0,
10.04.2020 16:00,35.0,755.9,756.2,53,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,24.0,
10.04.2020 15:30,35.0,755.9,756.2,47,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.5,22.0,
10.04.2020 15:00,36.0,756.6,756.9,44,Wind blowing from the south,4,,Haze,,Scattered clouds (40-50%) 600 m,3.8,22.0,
10.04.2020 14:30,36.0,756.6,756.9,44,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,3.8,22.0,
10.04.2020 14:00,36.0,757.4,757.7,44,Wind blowing from the south-southeast,4,,Haze,,Few clouds (10-30%) 600 m,3.8,22.0,
10.04.2020 13:30,37.0,757.9,758.2,39,Wind blowing from the south-east,3,,Haze,,No Significant Clouds,3.8,21.0,
10.04.2020 13:00,37.0,757.9,758.2,39,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.8,21.0,
10.04.2020 12:30,36.0,757.9,758.2,42,Wind blowing from the west,3,,Haze,,No Significant Clouds,3.8,21.0,
10.04.2020 12:00,36.0,758.7,759.0,44,Wind blowing from the west,2,,Haze,,No Significant Clouds,3.8,22.0,
10.04.2020 11:30,35.0,758.7,759.0,47,Wind blowing from the south-west,3,,Haze,,No Significant Clouds,3.8,22.0,
10.04.2020 11:00,34.0,758.7,759.0,47,Wind blowing from the west,4,,Haze,,No Significant Clouds,3.5,21.0,
10.04.2020 10:30,33.0,758.7,759.0,56,Wind blowing from the south-southwest,3,,Haze,,No Significant Clouds,3.5,23.0,
10.04.2020 10:00,32.0,758.7,759.0,59,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,23.0,
10.04.2020 09:30,31.0,759.4,759.7,62,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.5,23.0,
10.04.2020 09:00,31.0,759.4,759.7,62,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,23.0,
10.04.2020 08:30,29.0,759.4,759.7,74,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.5,24.0,
10.04.2020 08:00,28.0,759.4,759.7,79,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.4,24.0,
10.04.2020 07:30,27.0,758.7,759.0,84,Wind blowing from the south-southwest,5,,Haze,,No Significant Clouds,3.4,24.0,
10.04.2020 07:00,27.0,757.9,758.2,89,Wind blowing from the south-west,4,,Haze,,No Significant Clouds,3.4,25.0,
10.04.2020 06:30,27.0,757.4,757.7,89,Wind blowing from the south-southwest,4,,Haze,,No Significant Clouds,3.2,25.0,
10.04.2020 06:00,26.0,757.4,757.7,94,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 600 m,3.0,25.0,
10.04.2020 05:30,26.0,757.4,757.7,94,Wind blowing from the south-west,3,,Haze,,Few clouds (10-30%) 600 m,3.0,25.0,
