Local time in Mengzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 20:00,16.5,654.3,764.4,1.1,70,Wind blowing from the south-southeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,21.4,,,,,,24.0,11.0,No precipitation,12,,,,
20.02.2020 17:00,21.0,653.2,762.0,,53,Wind blowing from the south,5,,8,70 – 80%., ,,,8.5,21.4,,,600-1000,,,28.0,11.1,No precipitation,6,,,,
20.02.2020 14:00,20.7,654.4,763.0,-1.4,52,Wind blowing from the south,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,600-1000,,,30.0,10.5,No precipitation,12,,,,
20.02.2020 11:00,17.7,655.8,764.8,,62,Wind blowing from the south-east,3,,6,40%., ,,,8.5,22.5,,,600-1000,,,25.0,10.3,No precipitation,6,,,,
20.02.2020 08:00,8.7,655.0,765.2,1.2,94,Wind blowing from the south-west,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,600-1000,,,9.0,7.8,No precipitation,12,,,,
20.02.2020 05:00,9.4,653.8,762.7,,91,Wind blowing from the north-northwest,1,,9,, ,,,8.7,22.5,,,,,,15.0,8.0,No precipitation,6,,,,
20.02.2020 02:00,12.3,654.4,762.8,-0.2,75,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.5,,,2500 or more  or no clouds.,,,24.0,8.0,No precipitation,12,,,,
19.02.2020 23:00,13.6,654.6,764.0,,70,Wind blowing from the south-east,4,,9,, ,,,8.7,22.5,,,,,,25.0,8.2,No precipitation,6,,,,
19.02.2020 20:00,16.6,653.4,763.3,1.1,57,Wind blowing from the south-east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,22.5,,,,,,28.0,8.1,No precipitation,12,,,,
19.02.2020 17:00,21.2,652.3,761.0,,38,Wind blowing from the west-southwest,5,,8,10%  or less  but not 0, ,,,8.7,22.5,,,600-1000,,,30.0,6.3,No precipitation,6,,,,
19.02.2020 14:00,21.5,654.0,762.8,-2.2,40,Wind blowing from the west-southwest,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,21.6,,,600-1000,,,30.0,7.3,Trace of precipitation,12,,,,
19.02.2020 11:00,15.0,656.2,766.6,,63,Wind blowing from the east,2,,8,no clouds, ,,,8.7,15.0,,,,,,23.0,8.0,Trace of precipitation,6,,,,
19.02.2020 08:00,8.8,655.5,767.0,1.1,87,Wind blowing from the east-southeast,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.7,,,600-1000,,,14.0,6.8,No precipitation,12,,,,
19.02.2020 05:00,9.1,654.4,765.4,,84,Wind blowing from the south-southwest,2,,9,, ,,,8.7,11.7,,,,,,17.0,6.5,No precipitation,6,,,,
19.02.2020 02:00,9.6,655.1,766.5,-0.2,79,Wind blowing from the south-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.7,,,2500 or more  or no clouds.,,,21.0,6.1,No precipitation,12,,,,
18.02.2020 23:00,10.0,655.3,766.7,,78,Wind blowing from the south-east,4,,10,, ,,,8.7,11.7,,,,,,23.0,6.3,No precipitation,6,,,,
18.02.2020 20:00,10.3,654.2,765.6,0.3,76,Wind blowing from the south-east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.7,,,600-1000,,,21.0,6.3,No precipitation,12,,,,
18.02.2020 17:00,11.4,653.9,764.9,,70,Wind blowing from the south-east,5,,10,100%., ,,,8.7,11.4,,,600-1000,,,21.0,6.1,No precipitation,6,,,,
18.02.2020 14:00,9.9,655.8,767.3,-1.7,76,Wind blowing from the south-east,6,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.2,,,600-1000,,,30.0,5.9,No precipitation,12,,,,
18.02.2020 11:00,9.5,657.5,769.3,,78,Wind blowing from the south-east,5,,8,100%., ,,,8.7,11.0,,,600-1000,,,30.0,5.9,No precipitation,6,,,,
18.02.2020 08:00,8.7,656.6,768.4,0.1,81,Wind blowing from the south-southeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.0,,,600-1000,,,30.0,5.6,No precipitation,12,,,,
18.02.2020 05:00,8.9,656.5,768.1,,81,Wind blowing from the south,4,,7,, ,,,8.9,11.0,,,,,,30.0,5.8,No precipitation,6,,,,
18.02.2020 02:00,9.6,657.5,769.1,-0.2,79,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.0,,,2500 or more  or no clouds.,,,19.0,6.1,No precipitation,12,,,,
17.02.2020 23:00,10.1,657.7,769.5,,74,Wind blowing from the south-southeast,3,,5,, ,,,9.3,11.0,,,,,,20.0,5.7,No precipitation,6,,,,
17.02.2020 20:00,9.8,657.0,768.7,0.8,67,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.0,,,600-1000,,,19.0,3.8,No precipitation,12,,,,
17.02.2020 17:00,11.0,656.2,767.5,,62,Wind blowing from the north-northeast,1,,6,100%., ,,,9.3,11.0,,,600-1000,,,23.0,4.0,No precipitation,6,,,,
17.02.2020 14:00,10.8,657.4,769.0,-1.9,61,Wind blowing from the south-southeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,10.9,,,600-1000,,,29.0,3.6,No precipitation,12,,,,
17.02.2020 11:00,9.4,659.3,771.5,,70,Wind blowing from the south-east,3,,6,100%., ,,,9.0,10.1,,,600-1000,,,28.0,4.2,No precipitation,6,,,,
17.02.2020 08:00,9.5,657.7,769.6,1.2,73,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.1,,,600-1000,,,21.0,4.9,No precipitation,12,,,,
17.02.2020 05:00,9.7,656.5,768.0,,79,Wind blowing from the south,3,,6,, ,,,,,,,,,,19.0,6.2,No precipitation,6,,,,
17.02.2020 02:00,9.8,656.5,768.2,0.4,80,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,2500 or more  or no clouds.,,,16.0,6.5,No precipitation,12,,,,
16.02.2020 23:00,9.7,656.1,767.8,,68,Wind blowing from the north,1,,5,, ,,,8.7,,,,,,,19.0,4.1,No precipitation,6,,,,
16.02.2020 20:00,9.7,655.1,766.6,1.0,64,Wind blowing from the north,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,23.0,3.2,No precipitation,12,,,,
16.02.2020 17:00,10.1,654.1,764.8,,66,Wind blowing from the north-west,1,,7,100%., ,,,8.7,,,,600-1000,,,21.0,4.0,No precipitation,6,,,,
16.02.2020 14:00,9.1,655.5,766.4,-1.5,73,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,25.0,4.5,No precipitation,12,,,,
16.02.2020 11:00,9.2,657.0,767.5,,76,Wind blowing from the north-northwest,4,,7,100%., ,,,8.7,23.2,,,600-1000,,,30.0,5.2,No precipitation,6,,,,
16.02.2020 08:00,9.7,655.6,765.0,1.8,77,Wind blowing from the north-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.2,,,600-1000,,,30.0,5.9,No precipitation,12,,,,
16.02.2020 05:00,11.7,653.8,762.0,,73,Wind blowing from the north-west,3,,7,, ,,,11.1,23.2,,,,,,24.0,7.0,No precipitation,6,,,,
16.02.2020 02:00,13.1,653.7,761.5,1.1,70,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.2,,,2500 or more  or no clouds.,,,22.0,7.8,No precipitation,12,,,,
15.02.2020 23:00,15.9,652.6,760.8,,62,Wind blowing from the north,4,,12,, ,,,11.1,23.2,,,,,,23.0,8.6,No precipitation,6,,,,
15.02.2020 20:00,19.8,650.4,758.6,1.9,37,Wind blowing from the east-southeast,2,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.2,,,600-1000,,,26.0,4.7,No precipitation,12,,,,
15.02.2020 17:00,22.1,648.5,755.6,,30,Wind blowing from the west-southwest,5,,,90  or more  but not 100%, ,,,11.1,23.2,,,,,,30.0,3.7,No precipitation,6,,,,
15.02.2020 14:00,22.6,649.0,755.6,-1.8,29,Wind blowing from the west-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,23.1,,,600-1000,,,30.0,3.7,No precipitation,12,,,,
15.02.2020 11:00,17.1,650.8,758.2,,58,Wind blowing from the east-northeast,1,,10,70 – 80%., ,,,11.1,23.3,,,600-1000,,,19.0,8.8,No precipitation,6,,,,
15.02.2020 08:00,11.3,649.7,757.9,1.1,87,Wind blowing from the east-northeast,2,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.3,,,600-1000,,,17.0,9.2,No precipitation,12,,,,
15.02.2020 05:00,13.1,648.6,755.9,,85,Wind blowing from the east-southeast,3,,10,, ,,,9.7,23.3,,,,,,20.0,10.6,No precipitation,6,,,,
15.02.2020 02:00,15.7,649.3,755.8,0.1,80,Wind blowing from the west-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.3,,,2500 or more  or no clouds.,,,23.0,12.3,No precipitation,12,,,,
14.02.2020 23:00,17.9,649.2,756.5,,61,Wind blowing from the south-southeast,4,,11,, ,,,9.7,23.3,,,,,,30.0,10.3,No precipitation,6,,,,
14.02.2020 20:00,19.7,647.7,755.7,1.9,48,Wind blowing from the south,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,23.3,,,600-1000,,,30.0,8.4,No precipitation,12,,,,
14.02.2020 17:00,21.0,645.8,752.8,,45,Wind blowing from the south,6,,11,90  or more  but not 100%, ,,,9.7,23.4,,,600-1000,,,30.0,8.6,No precipitation,6,,,,
14.02.2020 14:00,23.1,646.6,752.9,-2.2,33,Wind blowing from the west-southwest,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,24.0,,,600-1000,,,30.0,6.0,No precipitation,12,,,,
14.02.2020 11:00,16.8,648.8,756.2,,63,Wind blowing from the west,1,,8,no clouds, ,,,9.7,24.0,,,,,,18.0,9.7,No precipitation,6,,,,
14.02.2020 08:00,10.2,648.7,756.8,0.4,92,Wind blowing from the west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,24.0,,,,,,16.0,9.0,No precipitation,12,,,,
14.02.2020 05:00,12.8,648.3,755.2,,78,Wind blowing from the south-east,1,,10,, ,,,10.2,24.0,,,,,,30.0,9.1,No precipitation,6,,,,
14.02.2020 02:00,14.4,649.2,755.8,-0.4,75,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,24.0,,,2500 or more  or no clouds.,,,30.0,10.0,No precipitation,12,,,,
13.02.2020 23:00,17.2,649.6,757.0,,54,Wind blowing from the south-southeast,1,,11,, ,,,10.2,24.0,,,,,,30.0,7.8,No precipitation,6,,,,
13.02.2020 20:00,19.7,648.4,756.5,1.2,40,Wind blowing from the south-southwest,2,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,24.0,,,600-1000,,,30.0,5.7,No precipitation,12,,,,
13.02.2020 17:00,23.4,647.2,754.0,,31,Wind blowing from the west,6,,11,10%  or less  but not 0, ,,,10.2,24.0,,,600-1000,,,30.0,5.3,No precipitation,6,,,,
13.02.2020 14:00,23.7,648.7,755.5,-3.0,29,Wind blowing from the west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.8,,,600-1000,,,30.0,4.6,No precipitation,12,,,,
13.02.2020 11:00,17.3,651.7,759.7,,61,Wind blowing from the south-east,1,,5,20–30%., ,,,10.2,22.8,,,600-1000,,,21.0,9.7,No precipitation,6,,,,
13.02.2020 08:00,10.2,651.5,760.4,0.6,92,Wind blowing from the south-west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.8,,,600-1000,,,11.0,9.0,No precipitation,12,,,,
13.02.2020 05:00,12.3,650.9,758.5,,85,Wind blowing from the south-southwest,2,,,, ,,,10.8,22.8,,,,,,29.0,9.9,No precipitation,6,,,,
13.02.2020 02:00,13.2,651.8,759.6,0.1,82,Wind blowing from the south-east,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.8,,,2500 or more  or no clouds.,,,30.0,10.2,No precipitation,12,,,,
12.02.2020 23:00,15.5,651.7,759.6,,67,Wind blowing from the south-west,2,,17,, ,,,10.8,22.8,,,,,,30.0,9.4,No precipitation,6,,,,
12.02.2020 20:00,18.6,650.7,759.2,1.0,49,Wind blowing from the south,3,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,22.8,,,600-1000,,,30.0,7.7,No precipitation,12,,,,
12.02.2020 17:00,22.2,649.7,757.0,,37,Wind blowing from the west-southwest,5,,17,50%., ,,,10.8,22.8,,,600-1000,,,30.0,6.8,No precipitation,6,,,,
12.02.2020 14:00,21.4,651.1,758.7,-2.3,36,Wind blowing from the west,8,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,21.8,,,600-1000,,,30.0,5.7,No precipitation,12,,,,
12.02.2020 11:00,18.6,653.4,761.5,,58,Wind blowing from the east-southeast,3,,,20–30%., ,,,10.8,21.8,,,600-1000,,,27.0,10.2,No precipitation,6,,,,
12.02.2020 08:00,11.2,652.9,762.0,0.7,92,Wind blowing from the north,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,21.8,,,600-1000,,,12.0,9.9,No precipitation,12,,,,
12.02.2020 05:00,12.9,652.2,760.0,,87,Wind blowing from the south-southwest,2,,8,, ,,,11.5,21.8,,,,,,30.0,10.8,No precipitation,6,,,,
12.02.2020 02:00,13.1,653.1,761.2,0.2,87,Wind blowing from the east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.8,,,2500 or more  or no clouds.,,,30.0,11.0,No precipitation,12,,,,
11.02.2020 23:00,15.5,652.9,761.1,,74,Wind blowing from the west,2,,14,, ,,,11.1,21.8,,,,,,30.0,10.9,No precipitation,6,,,,
11.02.2020 20:00,17.3,651.8,760.6,0.6,61,Wind blowing from the south,4,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.8,,,600-1000,,,30.0,9.7,No precipitation,12,,,,
11.02.2020 17:00,21.7,651.2,759.1,,41,Wind blowing from the west,4,,14,40%., ,,,11.1,21.8,,,600-1000,,,30.0,7.9,No precipitation,6,,,,
11.02.2020 14:00,21.1,652.5,760.8,-1.7,43,Wind blowing from the west,7,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,21.2,,,600-1000,,,30.0,8.0,No precipitation,12,,,,
11.02.2020 11:00,17.6,654.2,763.2,,64,Wind blowing from the south-east,3,,10,, ,,,10.9,17.6,,,,,,30.0,10.7,No precipitation,6,,,,
11.02.2020 08:00,12.2,653.0,762.7,0.8,85,Wind blowing from the south-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.1,,,600-1000,,,30.0,9.8,Trace of precipitation,12,,,,
11.02.2020 05:00,11.5,652.2,761.5,,88,Wind blowing from the south-east,5,,11,, ,,,10.4,16.1,,,,,,30.0,9.6,No precipitation,6,,,,
11.02.2020 02:00,11.4,652.9,762.9,-0.1,88,Wind blowing from the east-southeast,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.1,,,2500 or more  or no clouds.,,,30.0,9.5,No precipitation,12,,,,
10.02.2020 23:00,12.8,653.0,763.2,,81,Wind blowing from the east-southeast,4,,12,, ,,,10.4,16.1,,,,,,30.0,9.6,No precipitation,6,,,,
10.02.2020 20:00,13.5,652.0,761.9,0.2,82,Wind blowing from the south-east,5,,12,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.1,,,600-1000,,,30.0,10.5,2.0,12,,,,
10.02.2020 17:00,15.6,651.8,761.3,,74,Wind blowing from the south-southeast,6,,12,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.1,,,600-1000,,,30.0,11.0,0.3,6,,,,
10.02.2020 14:00,13.0,653.3,763.4,-1.7,84,Wind blowing from the east-southeast,3,,13,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,13.7,,,2500 or more  or no clouds.,,,30.0,10.4,2.0,12,,,,
10.02.2020 11:00,10.9,655.0,765.7,,90,Wind blowing from the south-southwest,1,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,30.0,9.3,1.0,6,,,,
10.02.2020 08:00,10.8,653.8,764.4,0.6,84,Wind blowing from the north-northwest,2,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,600-1000,,,30.0,8.2,No precipitation,12,,,,
10.02.2020 05:00,10.4,653.2,763.9,,84,Wind blowing from the east-northeast,2,,13,, ,,,10.4,,,,,,,30.0,7.8,No precipitation,6,,,,
10.02.2020 02:00,11.1,654.7,764.8,-0.7,82,Wind blowing from the south-southeast,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,14.7,,,2500 or more  or no clouds.,,,30.0,8.1,0.1,12,,,,
09.02.2020 23:00,11.3,655.4,765.8,,84,Wind blowing from the south-east,7,,11,, ,,,10.9,15.2,,,,,,30.0,8.7,No precipitation,6,,,,
09.02.2020 20:00,11.8,655.1,765.3,-0.2,85,Wind blowing from the south-southeast,5,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,16.0,,,600-1000,,,30.0,9.4,0.7,12,,,,
09.02.2020 17:00,11.0,655.3,765.7,,96,Wind blowing from the north-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,18.7,,,,,,9.0,10.4,0.2,6,,,,
09.02.2020 14:00,13.7,656.2,765.9,-1.6,84,Wind blowing from the south,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,600-1000,,,30.0,11.0,7.0,12,,,,
09.02.2020 11:00,13.2,657.8,767.8,,90,Wind blowing from the south-east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,600-1000,,,16.0,11.6,0.5,6,,,,
09.02.2020 08:00,13.4,656.6,766.2,0.8,87,Wind blowing from the south-southeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,20.4,,,2500 or more  or no clouds.,,,30.0,11.3,7.0,12,,,,
09.02.2020 05:00,13.3,655.8,764.7,,93,Wind blowing from the south-southeast,3,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.3,20.4,,,,,,30.0,12.2,7.0,6,,,,
09.02.2020 02:00,14.7,656.6,765.2,0.3,87,Wind blowing from the south-southeast,1,,14,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.4,,,2500 or more  or no clouds.,,,10.0,12.6,0.6,12,,,,
08.02.2020 23:00,15.2,656.3,765.2,,84,Wind blowing from the south,3,,14,, ,,,13.9,20.4,,,,,,30.0,12.5,No precipitation,6,,,,
08.02.2020 20:00,16.0,655.2,764.3,1.7,80,Wind blowing from the south-southeast,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,20.4,,,600-1000,,,30.0,12.6,No precipitation,12,,,,
08.02.2020 17:00,18.7,653.5,761.8,,69,Wind blowing from the south-southeast,9,,14,70 – 80%., ,,,13.9,20.4,,,600-1000,,,30.0,12.9,No precipitation,6,,,,
08.02.2020 14:00,19.6,654.4,762.7,-1.7,64,Wind blowing from the south-southeast,8,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.1,,,600-1000,,,30.0,12.6,No precipitation,12,,,,
08.02.2020 11:00,17.3,656.1,765.1,,74,Wind blowing from the south-southeast,4,,10,90  or more  but not 100%, ,,,13.9,21.1,,,600-1000,,,30.0,12.6,No precipitation,6,,,,
08.02.2020 08:00,14.4,654.7,763.9,1.0,86,Wind blowing from the south-southeast,3,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,30.0,12.1,No precipitation,12,,,,
08.02.2020 05:00,14.7,653.7,761.7,,83,Wind blowing from the south,2,,13,, ,,,10.2,21.1,,,,,,30.0,11.8,No precipitation,6,,,,
08.02.2020 02:00,14.5,654.4,762.5,0.0,85,Wind blowing from the south-southeast,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.1,,,2500 or more  or no clouds.,,,30.0,12.0,No precipitation,12,,,,
07.02.2020 23:00,14.6,654.4,763.3,,86,Wind blowing from the south-southeast,7,,13,, ,,,10.2,21.1,,,,,,30.0,12.3,No precipitation,6,,,,
07.02.2020 20:00,15.5,653.0,762.7,1.0,80,Wind blowing from the south-southeast,7,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.1,,,600-1000,,,27.0,12.1,No precipitation,12,,,,
07.02.2020 17:00,20.2,652.0,760.3,,58,Wind blowing from the south,6,,11,70 – 80%., ,,,10.2,21.9,,,600-1000,,,30.0,11.7,No precipitation,6,,,,
07.02.2020 14:00,20.4,652.8,760.9,-2.3,53,Wind blowing from the south,7,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,22.0,,,600-1000,,,30.0,10.5,No precipitation,12,,,,
07.02.2020 11:00,17.0,655.1,763.8,,66,Wind blowing from the south-southeast,5,,9,60%., ,,,10.2,22.0,,,600-1000,,,23.0,10.6,No precipitation,6,,,,
07.02.2020 08:00,10.6,653.4,762.7,0.9,91,Wind blowing from the south-west,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.0,,,600-1000,,,24.0,9.2,No precipitation,12,,,,
07.02.2020 05:00,11.7,652.5,760.6,,90,Wind blowing from the south-west,1,,10,, ,,,9.7,22.0,,,,,,24.0,10.1,No precipitation,6,,,,
07.02.2020 02:00,13.3,652.6,760.5,0.3,74,Wind blowing from the south-east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,22.0,,,2500 or more  or no clouds.,,,30.0,8.8,No precipitation,12,,,,
06.02.2020 23:00,15.6,652.3,760.3,,61,Wind blowing from the south-east,4,,14,, ,,,9.7,22.0,,,,,,30.0,8.1,No precipitation,6,,,,
