Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 23:00,-9.5,688.3,776.4,,77,Wind blowing from the east,0,,,,Mist. ,,,-11.4,-2.5,,,,,,1.7,-12.8,No precipitation,6,,,,
22.01.2020 20:00,-9.3,687.4,775.4,0.9,77,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.5,,,,,,1.5,-12.6,No precipitation,12,,,,
22.01.2020 17:00,-5.2,686.5,773.5,,63,Wind blowing from the east-northeast,3,,,no clouds, ,,,-11.4,-1.9,,,,,,2.3,-11.3,No precipitation,6,,,,
22.01.2020 14:00,-3.5,686.2,772.6,0.1,54,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.9,,,,,,8.0,-11.5,No precipitation,12,,,,
22.01.2020 11:00,-9.9,686.1,773.9,,67,Wind blowing from the south-southwest,2,,5,40%., ,,,-11.4,,,,2500 or more  or no clouds.,,,17.0,-15.0,No precipitation,6,,,,
22.01.2020 08:00,-11.0,685.3,772.8,0.1,69,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,,,,,,,13.0,-15.6,No precipitation,12,,,,
22.01.2020 05:00,-9.4,685.2,771.5,,71,Wind blowing from the south-west,2,,,, ,,,-11.9,-1.9,,,,,,11.0,-13.7,No precipitation,6,,,,
22.01.2020 02:00,-8.5,684.7,771.1,-0.6,69,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-1.9,,,2500 or more  or no clouds.,,,15.0,-13.3,No precipitation,12,,,,
21.01.2020 23:00,-9.9,685.3,772.7,,82,Calm  no wind,0,,,,Mist. ,,,-11.9,-1.9,,,,,,1.1,-12.4,No precipitation,6,,,,
21.01.2020 20:00,-7.6,684.6,772.1,0.8,74,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-1.9,,,,,,1.5,-11.4,No precipitation,12,,,,
21.01.2020 17:00,-2.2,683.8,769.1,,49,Wind blowing from the east-northeast,0,,,no clouds, ,,,-11.9,-1.9,,,,,,5.0,-11.5,No precipitation,6,,,,
21.01.2020 14:00,-3.5,684.5,770.7,-0.1,56,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.7,,,,,,4.2,-11.2,No precipitation,12,,,,
21.01.2020 11:00,-7.7,684.6,770.9,,69,Wind blowing from the south-southwest,1,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.7,,,,,,7.0,-12.4,No precipitation,6,,,,
21.01.2020 08:00,-11.7,684.4,771.4,0.7,86,Wind blowing from the east,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-0.7,,,2500 or more  or no clouds.,,,0.7,-13.6,No precipitation,12,,,,
21.01.2020 05:00,-4.7,683.7,769.2,,55,Wind blowing from the south-southwest,2,,,,Haze. ,,,-11.3,-0.7,,,,,,7.0,-12.4,No precipitation,6,,,,
21.01.2020 02:00,-7.7,684.4,770.4,0.5,67,Wind blowing from the east-southeast,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.7,,,2500 or more  or no clouds.,,,3.4,-12.9,No precipitation,12,,,,
20.01.2020 23:00,-4.5,683.9,770.2,,62,Wind blowing from the east-northeast,0,,,, ,,,-12.4,-0.7,,,,,,12.0,-10.7,No precipitation,6,,,,
20.01.2020 20:00,-4.4,683.8,770.3,,59,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.7,,,2500 or more  or no clouds.,,,12.0,-11.4,No precipitation,12,,,,
20.01.2020 17:00,-3.1,683.6,770.2,,52,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-13.5,-0.7,,,,,,9.0,-11.6,No precipitation,6,,,,
20.01.2020 14:00,-2.8,683.8,770.4,-0.3,52,Wind blowing from the south-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-2.8,,,2500 or more  or no clouds.,,,17.0,-11.3,No precipitation,12,,,,
20.01.2020 11:00,-7.9,684.1,771.4,,64,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,-13.5,-4.9,,,,,,15.0,-13.5,No precipitation,6,,,,
20.01.2020 08:00,-9.3,683.2,771.1,0.7,59,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.9,,,2500 or more  or no clouds.,,,26.0,-16.0,No precipitation,12,,,,
20.01.2020 05:00,-11.3,682.5,769.5,,59,Wind blowing from the south-southwest,2,,,, ,,,-13.5,-4.9,,,,,,12.0,-17.9,No precipitation,6,,,,
20.01.2020 02:00,-11.8,682.6,769.5,0.4,68,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-4.9,,,2500 or more  or no clouds.,,,6.0,-16.5,No precipitation,12,,,,
19.01.2020 23:00,-10.5,682.2,769.3,,72,Wind blowing from the west,1,,,,Mist. ,,,-13.5,-4.9,,,,,,4.9,-14.7,No precipitation,6,,,,
19.01.2020 20:00,-13.1,682.9,771.1,0.0,78,Wind blowing from the east-northeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.9,,,,,,1.9,-16.1,No precipitation,12,,,,
19.01.2020 17:00,-6.3,682.9,769.6,,54,Wind blowing from the east-northeast,3,,,no clouds, ,,,-11.2,-3.7,,,,,,6.0,-14.1,No precipitation,6,,,,
19.01.2020 14:00,-5.4,684.1,771.0,-1.1,52,Wind blowing from the east-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-2.9,,,,,,9.0,-13.9,No precipitation,12,,,,
19.01.2020 11:00,-8.2,685.2,772.4,,62,Wind blowing from the east-northeast,1,,,no clouds, ,,,-11.2,,,,,,,24.0,-14.2,No precipitation,6,,,,
19.01.2020 08:00,-11.0,685.8,773.5,-1.0,73,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,,,,,,,21.0,-14.9,No precipitation,12,,,,
19.01.2020 05:00,-10.0,686.8,773.7,,68,Wind blowing from the south-west,4,,,, ,,,-11.5,-2.7,,,,,,21.0,-14.8,No precipitation,6,,,,
19.01.2020 02:00,-10.0,688.2,775.2,-1.4,73,Wind blowing from the south-southwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.7,,,2500 or more  or no clouds.,,,16.0,-13.9,No precipitation,12,,,,
18.01.2020 23:00,-8.7,689.6,777.4,,69,Wind blowing from the south-southwest,2,,,, ,,,-11.5,-2.7,,,,,,19.0,-13.5,No precipitation,6,,,,
18.01.2020 20:00,-8.5,690.3,778.6,0.5,64,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.7,,,,,,4.8,-14.1,No precipitation,12,,,,
18.01.2020 17:00,-3.7,689.8,777.1,,45,Wind blowing from the east-northeast,2,,,, ,,,-11.5,-2.7,,,,,,9.0,-13.9,No precipitation,6,,,,
18.01.2020 14:00,-3.3,690.5,777.9,-0.5,37,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.7,,,,,,30.0,-15.9,No precipitation,12,,,,
18.01.2020 11:00,-8.6,691.0,779.3,,55,Wind blowing from the south-southwest,4,,,no clouds, ,,,-11.5,-5.1,,,,,,30.0,-16.2,No precipitation,6,,,,
18.01.2020 08:00,-11.4,691.3,779.8,-0.7,57,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,,,,,,,30.0,-18.4,No precipitation,12,,,,
18.01.2020 05:00,-10.1,692.0,780.0,,57,Wind blowing from the south-southwest,5,,,, ,,,-10.7,-5.1,,,,,,27.0,-17.0,No precipitation,6,,,,
18.01.2020 02:00,-10.7,693.2,781.5,-1.1,56,Wind blowing from the south-southwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-5.1,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
17.01.2020 23:00,-10.1,694.3,783.0,,75,Wind blowing from the south-southwest,3,,,, ,,,-10.2,-5.1,,,,,,16.0,-13.8,No precipitation,6,,,,
17.01.2020 20:00,-9.0,694.9,783.7,0.3,74,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-5.1,,,,,,21.0,-12.9,0.7,12,,,,
17.01.2020 17:00,-6.3,694.6,782.8,,74,Wind blowing from the east,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-5.1,,,2500 or more  or no clouds.,,,6.0,-10.2,No precipitation,6,,,,
17.01.2020 14:00,-6.3,695.3,782.9,0.1,77,Wind blowing from the east,2,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-3.1,,,2500 or more  or no clouds.,,,3.1,-9.8,2.0,12,,,,
17.01.2020 11:00,-8.8,695.2,783.2,,86,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-3.1,,,,,,1.2,-10.7,1.0,6,,,,
17.01.2020 08:00,-9.4,693.9,782.0,1.4,86,Wind blowing from the north,1,,6,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-3.1,,,2500 or more  or no clouds.,,,0.8,-11.3,2.0,12,,,,
17.01.2020 05:00,-9.0,692.5,780.3,,89,Wind blowing from the north,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.7,-3.1,,,,,,0.9,-10.5,0.9,6,,,,
17.01.2020 02:00,-5.4,691.0,778.0,0.3,90,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.4,-6.8,0.9,12,,,,
16.01.2020 23:00,-5.6,690.7,778.4,,88,Wind blowing from the east,1,,,,Mist. ,,,-11.7,-3.1,,,,,,3.0,-7.3,0.5,6,,,,
16.01.2020 20:00,-6.3,690.2,778.2,0.1,86,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.1,,,2500 or more  or no clouds.,,,3.1,-8.3,0.5,12,,,,
16.01.2020 17:00,-6.2,690.1,777.9,,80,Wind blowing from the east,2,,,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.1,,,,,,1.5,-9.1,No precipitation,6,,,,
16.01.2020 14:00,-5.5,689.8,777.4,-0.3,83,Wind blowing from the west,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.1,,,2500 or more  or no clouds.,,,6.0,-7.9,No precipitation,12,,,,
16.01.2020 11:00,-10.0,690.1,778.0,,88,Calm  no wind,0,,,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.1,,,2500 or more  or no clouds.,,,3.6,-11.6,No precipitation,6,,,,
16.01.2020 08:00,-11.2,690.0,778.1,0.5,87,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.1,,,2500 or more  or no clouds.,,,3.2,-12.9,No precipitation,12,,,,
16.01.2020 05:00,-10.5,689.5,777.1,,90,Wind blowing from the east-northeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-10.6,-3.1,,,,,,0.1,-11.8,No precipitation,6,,,,
16.01.2020 02:00,-10.2,689.5,776.8,0.1,91,Wind blowing from the east-northeast,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-3.1,,,2500 or more  or no clouds.,,,0.1,-11.4,No precipitation,12,,,,
15.01.2020 23:00,-7.7,689.4,776.8,,86,Calm  no wind,0,,,,Mist. ,,,-8.6,-3.1,,,,,,1.3,-9.6,No precipitation,6,,,,
15.01.2020 20:00,-7.5,689.0,776.5,0.7,87,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-3.1,,,2500 or more  or no clouds.,,,1.4,-9.3,0.1,12,,,,
15.01.2020 17:00,-5.8,688.3,775.5,,79,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-3.1,,,,,,1.2,-8.9,No precipitation,6,,,,
15.01.2020 14:00,-3.4,688.1,774.8,-0.6,67,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-3.4,,,2500 or more  or no clouds.,,,9.0,-8.8,2.0,12,,,,
15.01.2020 11:00,-7.7,688.7,776.1,,88,Wind blowing from the east,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.7,-7.3,,,,,,4.6,-9.3,0.8,6,,,,
15.01.2020 08:00,-8.2,688.3,775.8,0.2,89,Wind blowing from the north-northwest,0,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.3,,,2500 or more  or no clouds.,,,1.8,-9.7,5.0,12,,,,
15.01.2020 05:00,-8.4,688.1,775.6,,88,Wind blowing from the east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-7.3,,,,,,1.1,-10.0,2.0,6,,,,
15.01.2020 02:00,-8.5,688.0,775.5,0.0,88,Wind blowing from the north-west,1,,3,,Intermittent fall of snowflakes  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.3,,,2500 or more  or no clouds.,,,0.8,-10.1,5.0,12,,,,
14.01.2020 23:00,-7.4,688.0,775.5,,88,Calm  no wind,0,,,,Intermittent fall of snowflakes  moderate at time of observation. ,,,,-7.3,,,,,,0.9,-9.0,4.0,6,,,,
14.01.2020 20:00,-8.0,687.6,775.6,1.1,87,Wind blowing from the east,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-7.3,,,2500 or more  or no clouds.,,,0.9,-9.8,2.0,12,,,,
14.01.2020 17:00,-8.4,686.5,774.5,,80,Wind blowing from the east,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-7.3,,,,,,1.0,-11.2,0.2,6,,,,
14.01.2020 14:00,-7.6,685.9,773.9,0.4,67,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-7.6,,,2500 or more  or no clouds.,,,2.5,-12.7,No precipitation,12,,,,
14.01.2020 11:00,-9.3,685.5,773.3,,71,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-9.2,,,,,,3.4,-13.6,No precipitation,6,,,,
14.01.2020 08:00,-12.0,683.8,772.2,0.4,77,Wind blowing from the east,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-9.6,,,2500 or more  or no clouds.,,,3.5,-15.2,No precipitation,12,,,,
14.01.2020 05:00,-12.5,683.4,771.4,,80,Wind blowing from the east,1,,,,Mist. ,,,-15.1,-9.6,,,,,,2.0,-15.2,No precipitation,6,,,,
14.01.2020 02:00,-13.1,682.7,770.8,-0.7,82,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-9.6,,,2500 or more  or no clouds.,,,1.4,-15.5,No precipitation,12,,,,
13.01.2020 23:00,-10.9,683.4,771.5,,75,Wind blowing from the south-west,2,,,,Mist. ,,,-15.1,-9.6,,,,,,2.3,-14.5,No precipitation,6,,,,
13.01.2020 20:00,-12.7,683.1,771.8,0.5,80,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-9.6,,,2500 or more  or no clouds.,,,1.3,-15.4,No precipitation,12,,,,
13.01.2020 17:00,-10.2,682.6,770.8,,72,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-9.6,,,,,,3.9,-14.4,No precipitation,6,,,,
13.01.2020 14:00,-10.9,682.4,770.7,0.2,76,Wind blowing from the east-northeast,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-9.6,,,2500 or more  or no clouds.,,,3.0,-14.3,No precipitation,12,,,,
13.01.2020 11:00,-12.5,682.2,770.9,,77,Wind blowing from the south-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-12.5,,,,,,4.6,-15.7,No precipitation,6,,,,
13.01.2020 08:00,-14.2,682.0,771.0,-0.2,80,Wind blowing from the south,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.3,,,,,,4.1,-16.9,No precipitation,12,,,,
13.01.2020 05:00,-14.3,682.2,770.9,,80,Calm  no wind,0,,,,Mist. ,,,,-13.3,,,,,,3.8,-17.1,No precipitation,6,,,,
13.01.2020 02:00,-13.9,682.6,771.5,-1.0,76,Wind blowing from the south-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.3,,,2500 or more  or no clouds.,,,2.4,-17.2,No precipitation,12,,,,
12.01.2020 23:00,-15.0,683.6,773.5,,80,Wind blowing from the east,1,,,,Mist. ,,,-18.5,-11.5,,,,,,2.5,-17.7,No precipitation,6,,,,
12.01.2020 20:00,-15.1,682.9,772.8,0.0,77,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-11.1,,,,,,1.6,-18.2,No precipitation,12,,,,
12.01.2020 17:00,-13.4,682.9,772.4,,69,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.6,,,,,,1.3,-18.0,No precipitation,6,,,,
12.01.2020 14:00,-14.8,683.8,773.2,-0.9,79,Wind blowing from the east,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,,,,2500 or more  or no clouds.,,,1.0,-17.6,No precipitation,12,,,,
12.01.2020 11:00,-17.8,684.7,774.0,,82,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-5.0,,,,,,0.8,-20.1,No precipitation,6,,,,
12.01.2020 08:00,-18.4,685.0,774.4,-0.4,82,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-5.0,,,2500 or more  or no clouds.,,,0.8,-20.7,No precipitation,12,,,,
12.01.2020 05:00,-18.2,685.4,774.2,,85,Wind blowing from the east-northeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-18.2,-5.0,,,,,,0.4,-20.1,No precipitation,6,,,,
12.01.2020 02:00,-14.8,685.4,773.2,-1.6,83,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.0,,,2500 or more  or no clouds.,,,1.1,-17.0,No precipitation,12,,,,
11.01.2020 23:00,-11.5,687.0,775.5,,70,Wind blowing from the south-west,2,,,,Mist. ,,,-13.3,-5.0,,,,,,9.0,-15.9,No precipitation,6,,,,
11.01.2020 20:00,-11.3,687.3,776.0,-0.1,77,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-5.0,,,,,,2.1,-14.5,No precipitation,12,,,,
11.01.2020 17:00,-7.6,687.4,775.5,,66,Wind blowing from the east-northeast,2,,,no clouds, ,,,-13.3,-5.0,,,,,,2.9,-13.0,No precipitation,6,,,,
11.01.2020 14:00,-5.3,687.4,774.8,-0.6,50,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-5.0,,,,,,25.0,-14.1,No precipitation,12,,,,
11.01.2020 11:00,-11.4,688.0,776.5,,67,Wind blowing from the south-southwest,3,,,no clouds, ,,,,-9.7,,,,,,12.0,-16.3,No precipitation,6,,,,
11.01.2020 08:00,-12.9,687.4,776.4,-0.3,77,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.7,,,,,,9.0,-16.1,Trace of precipitation,12,,,,
11.01.2020 05:00,-13.0,687.7,776.7,,77,Wind blowing from the south-southwest,2,,,,Mist. ,,,,-9.7,,,,,,7.0,-16.2,No precipitation,6,,,,
11.01.2020 02:00,-10.8,687.7,776.8,0.0,78,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-9.3,,,2500 or more  or no clouds.,,,5.0,-13.9,No precipitation,12,,,,
10.01.2020 23:00,-10.5,687.7,777.4,,78,Wind blowing from the south,2,,,,Mist. ,,,-18.3,-9.2,,,,,,3.6,-13.6,No precipitation,6,,,,
10.01.2020 20:00,-12.1,687.0,776.5,0.8,77,Wind blowing from the east,0,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.4,,,2500 or more  or no clouds.,,,3.5,-15.3,No precipitation,12,,,,
10.01.2020 17:00,-12.2,686.2,774.8,,74,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.4,,,,,,1.6,-16.0,No precipitation,6,,,,
10.01.2020 14:00,-14.9,685.7,774.3,-0.5,71,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-6.7,,,2500 or more  or no clouds.,,,1.0,-19.0,No precipitation,12,,,,
10.01.2020 11:00,-18.0,686.2,775.3,,81,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-6.6,,,,,,0.8,-20.5,No precipitation,6,,,,
10.01.2020 08:00,-16.5,685.5,774.6,-0.3,83,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-6.6,,,2500 or more  or no clouds.,,,0.5,-18.8,No precipitation,12,,,,
10.01.2020 05:00,-12.1,685.8,773.8,,83,Wind blowing from the west-northwest,1,,,,Mist. ,,,-13.2,-6.6,,,,,,2.1,-14.5,No precipitation,6,,,,
