Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.03.2020 05:00,1.6,687.1,769.9,,61,Wind blowing from the south-southwest,3,,6,, ,,,0.4,10.6,,,,,,15.0,-5.3,No precipitation,6,,,,
16.03.2020 02:00,2.9,688.0,770.8,-0.4,59,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,10.6,,,2500 or more  or no clouds.,,,15.0,-4.5,No precipitation,12,,,,
15.03.2020 23:00,5.0,688.4,771.6,,55,Wind blowing from the south,2,,6,, ,,,0.4,10.6,,,,,,11.0,-3.5,No precipitation,6,,,,
15.03.2020 20:00,8.6,688.0,771.3,0.3,37,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,10.6,,,,,,21.0,-5.3,No precipitation,12,,,,
15.03.2020 17:00,10.3,687.7,770.6,,33,Wind blowing from the north-northeast,3,,6,, ,,,0.4,10.6,,,,,,18.0,-5.3,No precipitation,6,,,,
15.03.2020 14:00,8.9,689.1,772.3,-0.4,32,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.1,,,,,,19.0,-6.9,No precipitation,12,,,,
15.03.2020 11:00,4.8,689.5,773.2,,48,Wind blowing from the south,1,,4,no clouds, ,,,0.4,8.2,,,,,,13.0,-5.3,No precipitation,6,,,,
15.03.2020 08:00,0.7,688.7,772.4,0.8,61,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,8.2,,,,,,16.0,-6.0,No precipitation,12,,,,
15.03.2020 05:00,1.0,687.9,771.2,,59,Wind blowing from the south,3,,4,, ,,,-2.0,8.2,,,,,,17.0,-6.1,No precipitation,6,,,,
15.03.2020 02:00,1.7,687.8,771.3,-0.1,61,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.2,,,2500 or more  or no clouds.,,,17.0,-5.0,No precipitation,12,,,,
14.03.2020 23:00,3.2,687.9,771.7,,57,Wind blowing from the south,2,,5,, ,,,-2.0,8.2,,,,,,11.0,-4.5,No precipitation,6,,,,
14.03.2020 20:00,6.2,687.1,770.9,0.8,39,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.2,,,,,,22.0,-6.7,No precipitation,12,,,,
14.03.2020 17:00,7.8,686.3,769.7,,35,Wind blowing from the east-northeast,3,,5,no clouds, ,,,-2.0,8.2,,,,,,24.0,-6.7,No precipitation,6,,,,
14.03.2020 14:00,5.8,687.4,771.3,,36,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,5.9,,,,,,21.0,-8.1,No precipitation,12,,,,
14.03.2020 08:00,-1.5,687.5,772.0,0.4,62,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,4.9,,,,,,25.0,-8.0,No precipitation,12,,,,
14.03.2020 05:00,-1.0,687.1,771.2,,60,Calm  no wind,0,,,, ,,,-2.2,4.9,,,,,,30.0,-7.8,No precipitation,6,,,,
14.03.2020 02:00,-0.7,687.9,772.1,-0.5,60,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.9,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
13.03.2020 23:00,-0.4,688.4,772.9,,63,Wind blowing from the east,1,,10,, ,,,-2.2,4.9,,,,,,30.0,-6.6,No precipitation,6,,,,
13.03.2020 20:00,2.6,687.8,772.3,0.2,45,Wind blowing from the north-northeast,2,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.9,,,1500-2000,,,30.0,-8.4,No precipitation,12,,,,
13.03.2020 17:00,4.1,687.6,771.9,,41,Wind blowing from the north-northeast,3,,13,90  or more  but not 100%, ,,,-2.2,4.9,,,1500-2000,,,29.0,-8.0,No precipitation,6,,,,
13.03.2020 14:00,3.8,688.1,772.5,,38,Wind blowing from the north-northeast,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,4.4,,,2500 or more  or no clouds.,,,27.0,-9.2,No precipitation,12,,,,
13.03.2020 11:00,2.0,689.1,773.6,,43,Wind blowing from the north-east,2,,,40%., ,,,-2.2,4.4,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,6,,,,
13.03.2020 08:00,-1.0,688.6,773.1,-0.6,39,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.4,,,,,,30.0,-13.2,No precipitation,12,,,,
13.03.2020 05:00,-1.6,689.2,773.5,,61,Wind blowing from the east-northeast,2,,,, ,,,-4.6,4.4,,,,,,30.0,-8.3,No precipitation,6,,,,
13.03.2020 02:00,-1.5,690.0,774.7,-0.8,58,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,4.4,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
12.03.2020 23:00,0.0,690.8,775.9,,52,Wind blowing from the south-southeast,1,,6,,Haze. ,,,-4.6,4.4,,,,,,6.0,-8.7,No precipitation,6,,,,
12.03.2020 20:00,2.5,691.0,776.4,-0.1,39,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,4.4,,,,,,30.0,-10.1,No precipitation,12,,,,
12.03.2020 17:00,4.4,691.1,776.2,,27,Wind blowing from the east,2,,6,no clouds, ,,,-4.6,4.4,,,,,,30.0,-13.0,No precipitation,6,,,,
12.03.2020 14:00,2.6,691.9,777.1,-0.6,26,Wind blowing from the north-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,2.9,,,,,,30.0,-15.0,No precipitation,12,,,,
12.03.2020 11:00,-0.3,692.5,778.0,,50,Wind blowing from the north,1,,,no clouds, ,,,-4.6,2.9,,,,,,28.0,-9.5,No precipitation,6,,,,
12.03.2020 08:00,-4.2,691.8,777.6,1.0,71,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,2.9,,,,,,24.0,-8.8,No precipitation,12,,,,
12.03.2020 05:00,-4.4,690.8,776.5,,80,Wind blowing from the east,1,,,, ,,,-4.4,2.9,,,,,,13.0,-7.3,No precipitation,6,,,,
12.03.2020 02:00,-2.4,690.2,775.2,0.7,72,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.9,,,2500 or more  or no clouds.,,,17.0,-6.9,No precipitation,12,,,,
11.03.2020 23:00,-1.3,689.5,774.4,,62,Wind blowing from the north-northwest,1,,,, ,,,-3.7,2.9,,,,,,24.0,-7.8,No precipitation,6,,,,
11.03.2020 20:00,0.5,688.6,773.9,0.7,51,Wind blowing from the north,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.9,,,1500-2000,,,29.0,-8.5,Trace of precipitation,12,,,,
11.03.2020 17:00,0.9,687.9,772.9,,66,Wind blowing from the north-northeast,2,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.9,,,1500-2000,,,11.0,-4.9,No precipitation,6,,,,
11.03.2020 14:00,2.7,687.4,772.0,0.0,35,Wind blowing from the north,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.9,,,2500 or more  or no clouds.,,,27.0,-11.2,No precipitation,12,,,,
11.03.2020 11:00,0.9,687.4,772.3,,44,Wind blowing from the north-northeast,1,,,60%., ,,,-3.7,1.6,,,1500-2000,,,19.0,-10.0,No precipitation,6,,,,
11.03.2020 08:00,-3.3,686.3,771.4,0.9,63,Wind blowing from the south,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.6,,,1500-2000,,,15.0,-9.5,No precipitation,12,,,,
11.03.2020 05:00,-3.1,685.4,770.2,,61,Wind blowing from the west-southwest,0,,,, ,,,-7.7,1.6,,,,,,14.0,-9.6,No precipitation,6,,,,
11.03.2020 02:00,-2.6,685.3,770.2,-0.3,63,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.6,,,2500 or more  or no clouds.,,,7.0,-8.7,No precipitation,12,,,,
10.03.2020 23:00,-2.4,685.6,770.8,,60,Wind blowing from the north-west,1,,,, ,,,-7.7,1.6,,,,,,28.0,-9.1,No precipitation,6,,,,
10.03.2020 20:00,-0.3,685.0,770.6,0.0,56,Wind blowing from the east,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,1.6,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
10.03.2020 17:00,1.1,685.0,770.2,,39,Wind blowing from the north-east,3,,,no clouds, ,,,-7.7,1.5,,,,,,27.0,-11.3,No precipitation,6,,,,
10.03.2020 14:00,0.1,685.7,771.0,-0.6,39,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,0.4,,,,,,18.0,-12.2,No precipitation,12,,,,
10.03.2020 11:00,-2.7,686.3,772.0,,52,Wind blowing from the south-southeast,1,,,no clouds, ,,,-7.7,0.6,,,,,,16.0,-11.2,No precipitation,6,,,,
10.03.2020 08:00,-7.5,686.3,772.4,-0.5,67,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,0.6,,,,,,15.0,-12.6,No precipitation,12,,,,
10.03.2020 05:00,-6.1,686.8,772.3,,62,Wind blowing from the south,1,,,,Haze. ,,,-9.3,0.6,,,,,,5.0,-12.2,No precipitation,6,,,,
10.03.2020 02:00,-5.0,688.1,773.7,,61,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,0.6,,,2500 or more  or no clouds.,,,11.0,-11.4,No precipitation,12,,,,
09.03.2020 20:00,-2.0,690.4,777.2,-0.8,41,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,0.6,,,,,,28.0,-13.5,No precipitation,12,,,,
09.03.2020 17:00,0.0,691.2,777.7,,33,Wind blowing from the east-northeast,3,,,no clouds, ,,,-10.2,0.6,,,,,,28.0,-14.4,No precipitation,6,,,,
09.03.2020 14:00,-0.2,692.8,779.6,-1.2,19,Wind blowing from the east-northeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,0.6,,,,,,30.0,-21.1,No precipitation,12,,,,
09.03.2020 11:00,-2.4,694.0,781.5,,27,Wind blowing from the east-southeast,1,,,no clouds, ,,,-10.2,-2.4,,,,,,30.0,-18.9,No precipitation,6,,,,
09.03.2020 08:00,-8.8,694.2,782.2,-0.2,51,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.4,,,,,,23.0,-17.1,No precipitation,12,,,,
09.03.2020 05:00,-8.7,694.4,782.2,,51,Wind blowing from the south-southwest,3,,,, ,,,-10.8,-4.4,,,,,,14.0,-17.2,No precipitation,6,,,,
09.03.2020 02:00,-9.1,695.9,784.0,-1.0,57,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.4,,,2500 or more  or no clouds.,,,8.0,-16.1,No precipitation,12,,,,
08.03.2020 23:00,-9.8,696.9,785.6,,71,Wind blowing from the east,1,,,, ,,,-10.8,-4.4,,,,,,17.0,-14.1,No precipitation,6,,,,
08.03.2020 20:00,-6.5,697.1,785.8,-0.2,53,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.4,,,,,,20.0,-14.5,No precipitation,12,,,,
08.03.2020 17:00,-4.6,697.3,785.5,,46,Wind blowing from the east-northeast,3,,,no clouds, ,,,-10.8,-2.8,,,,,,19.0,-14.7,No precipitation,6,,,,
08.03.2020 14:00,-5.3,698.2,786.6,-0.5,45,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.4,,,,,,24.0,-15.4,1.0,12,,,,
08.03.2020 11:00,-7.2,698.7,787.3,,72,Wind blowing from the east,2,,,no clouds, ,,,-10.8,,,,,,,10.0,-11.4,0.4,6,,,,
08.03.2020 08:00,-10.2,697.8,786.3,2.0,84,Wind blowing from the north,1,,8,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,1.0,,,2500 or more  or no clouds.,,,9.0,-12.4,5.0,12,,,,
08.03.2020 05:00,-8.6,695.8,783.4,,83,Wind blowing from the north-northeast,1,,,,Snow not falling as shower(s). ,,,-8.9,1.0,,,,,,4.9,-11.0,2.0,6,,,,
08.03.2020 02:00,-8.7,694.3,781.3,2.8,88,Wind blowing from the north-northeast,1,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.0,,,2500 or more  or no clouds.,,,2.4,-10.3,10.0,12,,,,
07.03.2020 23:00,-7.5,691.5,777.8,,89,Wind blowing from the north-northeast,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.5,2.3,,,,,,1.7,-9.0,6.0,6,,,,
07.03.2020 20:00,-4.8,688.5,773.9,3.2,91,Wind blowing from the north,3,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-4.8,3.2,,,1000-1500,,,1.2,-6.0,7.0,12,,,,
07.03.2020 17:00,-2.8,685.3,770.1,,90,Wind blowing from the north-west,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.8,4.0,,,1000-1500,,,1.6,-4.2,3.0,6,,,,
07.03.2020 14:00,-0.4,683.8,767.9,0.6,91,Wind blowing from the north,3,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,1000-1500,,,3.1,-1.7,0.4,12,,,,
07.03.2020 11:00,0.4,683.2,766.9,,86,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,4.6,,,1500-2000,,,7.0,-1.7,No precipitation,6,,,,
07.03.2020 08:00,0.8,682.4,765.8,0.5,87,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,4.6,,,1500-2000,,,7.0,-1.1,Trace of precipitation,12,,,,
07.03.2020 05:00,0.5,681.9,765.1,,90,Wind blowing from the east-northeast,1,,7,,Mist. ,,,-1.3,4.6,,,,,,5.0,-0.9,No precipitation,6,,,,
07.03.2020 02:00,0.9,682.6,765.9,0.6,83,Wind blowing from the east-northeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,4.6,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
06.03.2020 23:00,2.3,682.0,765.4,,68,Wind blowing from the north,2,,7,, ,,,-1.3,4.6,,,,,,17.0,-3.0,No precipitation,6,,,,
06.03.2020 20:00,3.2,681.0,764.5,0.7,60,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.2,,,1500-2000,,,22.0,-4.0,No precipitation,12,,,,
06.03.2020 17:00,3.9,680.3,763.6,,56,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%, ,,,-1.3,7.3,,,1500-2000,,,17.0,-4.1,No precipitation,6,,,,
06.03.2020 14:00,4.0,679.9,763.0,-0.3,56,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.3,,,2500 or more  or no clouds.,,,22.0,-4.2,No precipitation,12,,,,
06.03.2020 11:00,1.9,680.2,763.4,,59,Wind blowing from the south-east,0,,4,60%., ,,,-1.3,7.3,,,2500 or more  or no clouds.,,,23.0,-5.3,No precipitation,6,,,,
06.03.2020 08:00,-0.6,680.0,763.0,0.1,77,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,7.3,,,,,,20.0,-4.1,No precipitation,12,,,,
06.03.2020 05:00,-1.0,679.9,762.7,,80,Wind blowing from the east,1,,,, ,,,-1.0,7.3,,,,,,22.0,-4.0,No precipitation,6,,,,
06.03.2020 02:00,0.0,679.7,762.7,-0.7,81,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,7.3,,,2500 or more  or no clouds.,,,18.0,-2.9,No precipitation,12,,,,
05.03.2020 23:00,1.7,680.4,763.8,,75,Wind blowing from the west,1,,6,, ,,,0.7,7.3,,,,,,26.0,-2.4,No precipitation,6,,,,
05.03.2020 20:00,5.3,679.7,762.4,-1.2,55,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.3,,,,,,30.0,-3.2,No precipitation,12,,,,
05.03.2020 17:00,6.9,680.9,763.5,,43,Wind blowing from the north-east,2,,6,no clouds, ,,,0.7,7.2,,,,,,30.0,-4.8,No precipitation,6,,,,
05.03.2020 14:00,4.7,682.6,765.7,-2.1,64,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.9,,,,,,11.0,-1.7,No precipitation,12,,,,
05.03.2020 11:00,0.9,684.7,768.6,,90,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,2.7,-0.6,No precipitation,6,,,,
05.03.2020 08:00,1.1,684.6,768.1,-0.1,91,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,5.9,,,1500-2000,,,2.2,-0.2,No precipitation,12,,,,
05.03.2020 05:00,1.0,684.7,767.9,,91,Wind blowing from the east-southeast,1,,,,Mist. ,,,0.0,5.9,,,,,,1.7,-0.3,No precipitation,6,,,,
05.03.2020 02:00,2.0,685.3,768.7,-0.1,83,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,5.9,,,2500 or more  or no clouds.,,,6.0,-0.6,No precipitation,12,,,,
04.03.2020 23:00,1.9,685.4,769.2,,86,Wind blowing from the east-northeast,1,,6,,Mist. ,,,0.0,5.9,,,,,,4.4,-0.2,No precipitation,6,,,,
04.03.2020 20:00,3.4,684.7,768.3,1.1,73,Wind blowing from the north-northeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,5.9,,,1000-1500,,,14.0,-1.0,No precipitation,12,,,,
04.03.2020 17:00,5.4,683.6,766.9,,58,Wind blowing from the north,2,,6,90  or more  but not 100%, ,,,0.0,5.9,,,1000-1500,,,22.0,-2.4,No precipitation,6,,,,
04.03.2020 14:00,4.7,684.8,768.3,-0.5,62,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,6.2,,,2500 or more  or no clouds.,,,15.0,-2.0,No precipitation,12,,,,
04.03.2020 11:00,1.8,685.3,769.0,,75,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,2500 or more  or no clouds.,,,6.0,-2.2,No precipitation,6,,,,
04.03.2020 08:00,0.7,683.8,767.2,1.6,85,Wind blowing from the east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,6.2,,,2500 or more  or no clouds.,,,2.7,-1.5,No precipitation,12,,,,
04.03.2020 05:00,0.5,682.2,765.2,,89,Wind blowing from the east,1,,4,,Mist. ,,,-2.9,6.2,,,,,,1.8,-1.1,No precipitation,6,,,,
04.03.2020 02:00,0.5,682.0,765.0,0.7,91,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.2,,,2500 or more  or no clouds.,,,1.1,-0.8,No precipitation,12,,,,
03.03.2020 23:00,2.3,681.3,764.6,,77,Wind blowing from the north-northwest,3,,5,,Mist. ,,,-2.9,6.2,,,,,,3.2,-1.3,No precipitation,6,,,,
03.03.2020 20:00,3.7,681.4,765.1,-0.1,74,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.2,,,2500 or more  or no clouds.,,,3.4,-0.5,No precipitation,12,,,,
03.03.2020 17:00,5.7,681.5,764.9,,64,Wind blowing from the north-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,6.2,,,,,,4.3,-0.6,No precipitation,6,,,,
03.03.2020 14:00,5.3,682.7,766.3,-0.6,52,Wind blowing from the north-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.3,,,,,,6.0,-3.8,No precipitation,12,,,,
03.03.2020 11:00,1.4,683.3,767.5,,70,Wind blowing from the north,1,,,no clouds, ,,,-2.9,2.7,,,,,,8.0,-3.5,No precipitation,6,,,,
03.03.2020 08:00,-2.3,683.4,768.0,-0.1,84,Wind blowing from the south-west,1,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,,,,4.9,-4.6,No precipitation,12,,,,
03.03.2020 05:00,-2.3,683.5,767.7,,90,Wind blowing from the west,1,,,,Mist. ,,,-4.3,2.7,,,,,,3.2,-3.7,No precipitation,6,,,,
03.03.2020 02:00,-2.5,683.8,768.1,-0.8,91,Wind blowing from the west-northwest,1,,6,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.7,,,2500 or more  or no clouds.,,,1.2,-3.8,No precipitation,12,,,,
02.03.2020 23:00,-1.8,684.6,769.3,,86,Wind blowing from the north,1,,,,Mist. ,,,-4.3,2.7,,,,,,1.9,-3.8,No precipitation,6,,,,
02.03.2020 20:00,-0.5,684.7,769.7,0.0,80,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.7,,,2500 or more  or no clouds.,,,2.7,-3.5,No precipitation,12,,,,
02.03.2020 17:00,1.8,684.7,769.2,,70,Wind blowing from the north-east,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.7,,,,,,3.4,-3.1,No precipitation,6,,,,
