Local time in Pingliang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 05:00,-4.1,641.7,769.2,,91,Wind blowing from the west-northwest,1,,5,, ,,,-4.9,5.5,,,,,,12.0,-5.4,No precipitation,6,,,,
23.01.2020 02:00,-3.8,642.4,769.9,0.2,88,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,5.5,,,2500 or more  or no clouds.,,,12.0,-5.5,No precipitation,12,,,,
22.01.2020 23:00,-2.0,642.2,770.2,,79,Wind blowing from the west,2,,8,, ,,,-4.9,5.5,,,,,,13.0,-5.2,No precipitation,6,,,,
22.01.2020 20:00,0.0,641.0,769.7,1.8,69,Wind blowing from the east-southeast,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,5.5,,,2500 or more  or no clouds.,,,10.0,-5.1,No precipitation,12,,,,
22.01.2020 17:00,4.5,639.2,766.4,,49,Wind blowing from the east,2,,8,70 – 80%., ,,,-4.9,5.5,,,1500-2000,,,16.0,-5.5,No precipitation,6,,,,
22.01.2020 14:00,4.8,638.9,765.8,-1.9,47,Wind blowing from the east,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,5.2,,,2500 or more  or no clouds.,,,14.0,-5.8,No precipitation,12,,,,
22.01.2020 11:00,0.8,640.8,768.7,,61,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,-4.9,5.2,,,2500 or more  or no clouds.,,,14.0,-6.0,No precipitation,6,,,,
22.01.2020 08:00,-4.8,640.0,768.7,0.6,90,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.2,,,2500 or more  or no clouds.,,,12.0,-6.2,No precipitation,12,,,,
22.01.2020 05:00,-4.7,639.4,766.7,,89,Wind blowing from the west,1,,3,, ,,,-7.3,5.2,,,,,,13.0,-6.3,No precipitation,6,,,,
22.01.2020 02:00,-4.0,640.0,767.5,-0.2,82,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.2,,,2500 or more  or no clouds.,,,14.0,-6.7,No precipitation,12,,,,
21.01.2020 23:00,-2.8,640.2,768.6,,74,Wind blowing from the west,2,,4,, ,,,-7.3,5.2,,,,,,12.0,-6.9,No precipitation,6,,,,
21.01.2020 20:00,-0.7,639.6,768.8,1.8,63,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.2,,,2500 or more  or no clouds.,,,11.0,-7.0,No precipitation,12,,,,
21.01.2020 17:00,4.2,637.8,764.9,,44,Wind blowing from the east-southeast,1,,4,20–30%., ,,,-7.3,5.2,,,2500 or more  or no clouds.,,,19.0,-7.2,No precipitation,6,,,,
21.01.2020 14:00,3.1,637.7,764.8,-2.1,45,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.3,,,1000-1500,,,18.0,-7.9,No precipitation,12,,,,
21.01.2020 11:00,-1.5,639.8,767.8,,55,Wind blowing from the north-east,1,,6,70 – 80%., ,,,-7.3,4.3,,,2500 or more  or no clouds.,,,17.0,-9.5,No precipitation,6,,,,
21.01.2020 08:00,-7.2,638.9,767.6,0.6,81,Wind blowing from the south-west,1,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.3,,,2500 or more  or no clouds.,,,17.0,-10.0,No precipitation,12,,,,
21.01.2020 05:00,-5.2,638.3,765.7,,67,Wind blowing from the west,1,,8,, ,,,-7.1,4.3,,,,,,19.0,-10.5,No precipitation,6,,,,
21.01.2020 02:00,-4.0,638.9,766.2,-0.7,56,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,4.3,,,2500 or more  or no clouds.,,,23.0,-11.6,No precipitation,12,,,,
20.01.2020 23:00,-1.7,639.6,767.2,,44,Wind blowing from the south-east,4,,10,, ,,,-7.1,4.3,,,,,,27.0,-12.6,No precipitation,6,,,,
20.01.2020 20:00,0.9,639.4,768.1,,37,Wind blowing from the south-southeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,4.3,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
20.01.2020 17:00,3.3,638.0,765.5,,26,Wind blowing from the east,4,,10,, ,,,-7.1,4.3,,,,,,30.0,-14.3,No precipitation,6,,,,
20.01.2020 14:00,3.3,638.9,766.5,-3.0,27,Wind blowing from the east,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,4.1,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
20.01.2020 11:00,0.0,641.9,770.3,,37,Wind blowing from the east,3,,6,50%., ,,,-7.1,4.1,,,2500 or more  or no clouds.,,,28.0,-13.2,No precipitation,6,,,,
20.01.2020 08:00,-7.1,642.1,771.7,-0.1,59,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.1,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
20.01.2020 05:00,-5.7,642.2,770.8,,49,Wind blowing from the west,2,,6,, ,,,-9.3,4.1,,,,,,30.0,-14.9,No precipitation,6,,,,
20.01.2020 02:00,-5.4,642.7,771.1,-0.1,50,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.1,,,2500 or more  or no clouds.,,,24.0,-14.4,No precipitation,12,,,,
19.01.2020 23:00,-2.8,642.8,771.7,,43,Wind blowing from the north-northwest,1,,8,, ,,,-9.3,4.1,,,,,,25.0,-13.9,No precipitation,6,,,,
19.01.2020 20:00,-0.3,642.8,772.9,1.0,33,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.1,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
19.01.2020 17:00,2.3,641.8,770.9,,22,Wind blowing from the north,3,,8,90  or more  but not 100%, ,,,-9.3,4.1,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
19.01.2020 14:00,3.2,642.1,770.7,-2.4,17,Wind blowing from the north-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.3,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
19.01.2020 11:00,-1.2,644.5,774.2,,42,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,-9.3,0.4,,,,,,27.0,-12.7,No precipitation,6,,,,
19.01.2020 08:00,-8.7,644.0,775.3,0.1,67,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.4,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
19.01.2020 05:00,-8.0,643.9,774.1,,62,Wind blowing from the west,2,,8,, ,,,-8.2,0.4,,,,,,29.0,-14.1,No precipitation,6,,,,
19.01.2020 02:00,-6.8,644.8,774.8,-0.6,60,Wind blowing from the south-southwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,0.4,,,2500 or more  or no clouds.,,,27.0,-13.4,No precipitation,12,,,,
18.01.2020 23:00,-5.1,645.4,775.6,,53,Wind blowing from the north-west,2,,13,, ,,,-6.6,0.4,,,,,,29.0,-13.3,No precipitation,6,,,,
18.01.2020 20:00,-3.5,645.4,775.4,0.8,51,Wind blowing from the west,1,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,0.4,,,2500 or more  or no clouds.,,,28.0,-12.3,No precipitation,12,,,,
18.01.2020 17:00,-0.4,644.6,774.6,,40,Wind blowing from the north-northwest,3,,14,90  or more  but not 100%, ,,,-6.6,1.6,,,,,,30.0,-12.6,No precipitation,6,,,,
18.01.2020 14:00,-0.4,644.8,774.6,-1.2,42,Wind blowing from the north-northwest,5,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,3.2,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
18.01.2020 11:00,-1.9,646.0,775.9,,51,Wind blowing from the north,8,,14,90  or more  but not 100%, ,,,-6.6,3.2,,,1500-2000,,,23.0,-10.9,No precipitation,6,,,,
18.01.2020 08:00,-3.2,644.5,773.8,1.9,62,Wind blowing from the north-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,3.2,,,1500-2000,,,19.0,-9.6,No precipitation,12,,,,
18.01.2020 05:00,-6.4,642.6,771.6,,83,Wind blowing from the west,1,,5,, ,,,-7.9,3.2,,,,,,16.0,-8.9,No precipitation,6,,,,
18.01.2020 02:00,-5.8,642.6,771.1,-0.4,85,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.2,,,2500 or more  or no clouds.,,,13.0,-8.0,No precipitation,12,,,,
17.01.2020 23:00,-3.9,643.0,772.2,,78,Wind blowing from the west-northwest,2,,6,, ,,,-7.9,3.2,,,,,,12.0,-7.2,No precipitation,6,,,,
17.01.2020 20:00,-1.3,642.3,772.3,0.5,62,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.2,,,2500 or more  or no clouds.,,,16.0,-7.8,No precipitation,12,,,,
17.01.2020 17:00,1.6,641.8,770.7,,47,Wind blowing from the east,3,,6,70 – 80%., ,,,-7.9,3.2,,,2500 or more  or no clouds.,,,22.0,-8.7,No precipitation,6,,,,
17.01.2020 14:00,2.8,642.1,770.8,-2.2,37,Wind blowing from the east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.1,,,2500 or more  or no clouds.,,,20.0,-10.7,No precipitation,12,,,,
17.01.2020 11:00,-1.4,644.3,774.1,,66,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,-7.9,1.2,,,2500 or more  or no clouds.,,,17.0,-7.0,No precipitation,6,,,,
17.01.2020 08:00,-7.7,643.5,773.8,0.7,95,Wind blowing from the west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.2,,,2500 or more  or no clouds.,,,13.0,-8.4,No precipitation,12,,,,
17.01.2020 05:00,-6.8,642.8,772.3,,90,Wind blowing from the west,2,,4,, ,,,-10.5,1.2,,,,,,13.0,-8.2,No precipitation,6,,,,
17.01.2020 02:00,-6.5,643.9,773.4,-0.4,89,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.2,,,2500 or more  or no clouds.,,,12.0,-8.1,No precipitation,12,,,,
16.01.2020 23:00,-5.0,644.3,775.0,,82,Wind blowing from the west-northwest,2,,4,, ,,,-10.5,1.2,,,,,,10.0,-7.7,No precipitation,6,,,,
16.01.2020 20:00,-1.3,644.2,775.3,1.6,60,Wind blowing from the north,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,1.2,,,1500-2000,,,17.0,-8.2,No precipitation,12,,,,
16.01.2020 17:00,0.6,642.6,772.7,,50,Wind blowing from the north,1,,4,100%., ,,,-10.5,1.2,,,1500-2000,,,19.0,-8.8,No precipitation,6,,,,
16.01.2020 14:00,0.8,642.4,771.9,-2.1,52,Wind blowing from the east-northeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.8,,,2500 or more  or no clouds.,,,16.0,-8.1,No precipitation,12,,,,
16.01.2020 11:00,-4.9,644.5,775.3,,84,Wind blowing from the north-west,1,,3,10%  or less  but not 0, ,,,-10.5,-3.7,,,2500 or more  or no clouds.,,,12.0,-7.2,No precipitation,6,,,,
16.01.2020 08:00,-10.3,643.9,775.9,0.8,95,Wind blowing from the west-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-3.7,,,2500 or more  or no clouds.,,,11.0,-11.0,Trace of precipitation,12,,,,
16.01.2020 05:00,-9.6,643.1,774.7,,95,Wind blowing from the west,2,,7,, ,,,-9.6,-3.7,,,,,,10.0,-10.3,No precipitation,6,,,,
16.01.2020 02:00,-7.7,643.5,774.6,-0.5,98,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-3.7,,,2500 or more  or no clouds.,,,7.0,-8.0,0.1,12,,,,
15.01.2020 23:00,-5.0,644.0,774.7,,87,Wind blowing from the west-northwest,2,,7,, ,,,-6.2,-3.7,,,,,,9.0,-6.9,Trace of precipitation,6,,,,
15.01.2020 20:00,-4.8,643.8,774.6,1.7,85,Wind blowing from the north-west,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.7,,,1000-1500,,,10.0,-7.0,0.4,12,,,,
15.01.2020 17:00,-4.3,642.1,772.5,,91,Wind blowing from the north-west,4,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.7,,,600-1000,,,8.0,-5.6,0.3,6,,,,
15.01.2020 14:00,-4.4,640.6,770.6,-1.2,100,Wind blowing from the east-southeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-4.3,,,600-1000,,,3.9,-4.4,0.4,12,,,,
15.01.2020 11:00,-5.0,641.8,772.0,,100,Wind blowing from the east,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-4.4,,,600-1000,,,2.6,-5.0,0.2,6,,,,
15.01.2020 08:00,-5.9,640.3,770.3,0.8,100,Wind blowing from the east,1,,4,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-4.4,,,600-1000,,,1.8,-5.9,0.1,12,,,,
15.01.2020 05:00,-6.1,639.5,769.6,,100,Wind blowing from the east-southeast,1,,4,,Snow not falling as shower(s). ,,,,-4.4,,,,,,3.7,-6.1,No precipitation,6,,,,
15.01.2020 02:00,-5.5,640.0,770.0,0.2,91,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.4,,,2500 or more  or no clouds.,,,8.0,-6.8,No precipitation,12,,,,
14.01.2020 23:00,-4.9,639.8,769.9,,88,Wind blowing from the east,2,,9,, ,,,,-4.4,,,,,,9.0,-6.6,No precipitation,6,,,,
14.01.2020 20:00,-4.6,639.1,769.0,1.4,89,Wind blowing from the east,2,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-4.4,,,2500 or more  or no clouds.,,,7.0,-6.2,Trace of precipitation,12,,,,
14.01.2020 17:00,-5.0,637.7,767.9,,92,Wind blowing from the east,1,,9,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.3,,,1500-2000,,,7.0,-6.1,No precipitation,6,,,,
14.01.2020 14:00,-5.2,637.3,767.6,-2.4,93,Wind blowing from the east-southeast,4,,9,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-0.4,,,1500-2000,,,6.0,-6.2,Trace of precipitation,12,,,,
14.01.2020 11:00,-6.1,639.7,770.2,,99,Wind blowing from the south,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,,,,1000-1500,,,5.0,-6.3,No precipitation,6,,,,
14.01.2020 08:00,-6.3,640.4,770.5,0.1,100,Wind blowing from the south,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-0.4,,,1000-1500,,,4.7,-6.3,Trace of precipitation,12,,,,
14.01.2020 05:00,-8.0,640.3,770.0,,100,Wind blowing from the east-northeast,2,,5,,Mist. ,,,-9.0,-0.4,,,,,,4.4,-8.0,No precipitation,6,,,,
14.01.2020 02:00,-8.6,641.5,771.6,-0.9,93,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-0.4,,,2500 or more  or no clouds.,,,12.0,-9.6,No precipitation,12,,,,
13.01.2020 23:00,-6.7,642.4,772.9,,83,Wind blowing from the north-west,1,,6,, ,,,-8.2,-0.4,,,,,,14.0,-9.2,No precipitation,6,,,,
13.01.2020 20:00,-4.5,641.8,772.7,1.2,68,Wind blowing from the south,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.4,,,2500 or more  or no clouds.,,,19.0,-9.6,No precipitation,12,,,,
13.01.2020 17:00,-1.3,640.6,770.0,,51,Wind blowing from the east,3,,6,10%  or less  but not 0, ,,,-8.2,2.6,,,1000-1500,,,25.0,-10.3,No precipitation,6,,,,
13.01.2020 14:00,-1.3,640.3,769.0,-2.3,50,Wind blowing from the east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,4.7,,,1000-1500,,,24.0,-10.6,No precipitation,12,,,,
13.01.2020 11:00,-4.0,642.6,772.0,,59,Wind blowing from the east,1,,7,90  or more  but not 100%, ,,,-8.2,4.7,,,1500-2000,,,20.0,-11.0,No precipitation,6,,,,
13.01.2020 08:00,-8.1,641.8,772.0,1.2,86,Wind blowing from the west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,4.7,,,2500 or more  or no clouds.,,,18.0,-10.1,No precipitation,12,,,,
13.01.2020 05:00,-6.5,640.6,769.0,,80,Wind blowing from the north-northwest,2,,7,, ,,,-6.5,4.7,,,,,,21.0,-9.4,No precipitation,6,,,,
13.01.2020 02:00,-4.0,640.6,768.5,0.0,64,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.7,,,2500 or more  or no clouds.,,,25.0,-9.9,No precipitation,12,,,,
12.01.2020 23:00,-2.6,640.6,769.3,,68,Wind blowing from the west,3,,4,, ,,,-6.0,4.7,,,,,,14.0,-7.8,No precipitation,6,,,,
12.01.2020 20:00,-2.0,639.7,768.7,0.8,68,Wind blowing from the west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.7,,,1500-2000,,,23.0,-7.2,Trace of precipitation,12,,,,
12.01.2020 17:00,2.5,638.9,766.6,,43,Wind blowing from the east-southeast,2,,4,20–30%., ,,,-6.0,4.7,,,1500-2000,,,30.0,-9.0,No precipitation,6,,,,
12.01.2020 14:00,1.9,639.8,767.8,-2.2,53,Wind blowing from the north-west,1,,4,50%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,4.2,,,1500-2000,,,22.0,-6.8,Trace of precipitation,12,,,,
12.01.2020 11:00,-2.6,642.0,770.8,,82,Wind blowing from the west-southwest,1,,3,100%., ,,,-6.0,,,,1500-2000,,,12.0,-5.3,No precipitation,6,,,,
12.01.2020 08:00,-4.7,640.0,768.7,0.9,87,Wind blowing from the west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.2,,,1500-2000,,,13.0,-6.6,No precipitation,12,,,,
12.01.2020 05:00,-5.2,639.1,766.6,,85,Wind blowing from the north-west,2,,4,, ,,,-8.7,4.2,,,,,,13.0,-7.4,No precipitation,6,,,,
12.01.2020 02:00,-4.8,640.2,769.3,-0.7,83,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,4.2,,,2500 or more  or no clouds.,,,13.0,-7.3,No precipitation,12,,,,
11.01.2020 23:00,-2.0,640.9,770.3,,74,Wind blowing from the west-southwest,2,,4,, ,,,-8.7,4.2,,,,,,12.0,-6.1,No precipitation,6,,,,
11.01.2020 20:00,-0.9,640.2,769.7,1.7,79,Wind blowing from the west-northwest,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,4.2,,,2500 or more  or no clouds.,,,11.0,-4.2,0.2,12,,,,
11.01.2020 17:00,3.3,638.5,766.6,,65,Wind blowing from the south-west,1,,3,20–30%., ,,,-8.7,4.2,,,2500 or more  or no clouds.,,,14.0,-2.8,0.1,6,,,,
11.01.2020 14:00,-2.4,639.1,768.3,-3.0,93,Wind blowing from the east-northeast,2,,3,60%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.3,,,2500 or more  or no clouds.,,,5.0,-3.4,0.2,12,,,,
11.01.2020 11:00,-5.4,642.1,772.2,,90,Wind blowing from the east,1,,3,20–30%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.3,,,2500 or more  or no clouds.,,,6.0,-6.8,0.1,6,,,,
11.01.2020 08:00,-7.8,641.8,772.2,0.0,100,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.3,,,1500-2000,,,2.1,-7.8,0.7,12,,,,
11.01.2020 05:00,-7.6,641.8,772.0,,100,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-7.6,-1.3,,,,,,6.0,-7.6,0.3,6,,,,
11.01.2020 02:00,-5.6,642.9,772.6,-1.1,100,Wind blowing from the south,1,,5,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-1.3,,,2500 or more  or no clouds.,,,7.0,-5.6,0.8,12,,,,
10.01.2020 23:00,-4.0,644.0,773.9,,100,Wind blowing from the west-northwest,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.9,-1.3,,,,,,4.5,-4.0,0.4,6,,,,
10.01.2020 20:00,-2.8,643.4,773.3,1.5,85,Wind blowing from the north,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,-1.3,,,1500-2000,,,12.0,-5.0,0.1,12,,,,
10.01.2020 17:00,-2.0,641.9,771.2,,84,Wind blowing from the north,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,-1.3,,,1500-2000,,,12.0,-4.4,0.1,6,,,,
10.01.2020 14:00,-1.7,641.8,770.6,-1.6,80,Wind blowing from the north,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,-1.0,,,2500 or more  or no clouds.,,,7.0,-4.8,1.0,12,,,,
10.01.2020 11:00,-3.1,643.4,772.9,,85,Wind blowing from the west-northwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,-1.0,,,600-1000,,,8.0,-5.3,0.2,6,,,,
10.01.2020 08:00,-4.7,642.7,772.2,0.5,96,Wind blowing from the west,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,-1.0,,,600-1000,,,7.0,-5.3,1.0,12,,,,
10.01.2020 05:00,-4.4,642.2,771.4,,100,Wind blowing from the west,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.4,-1.0,,,,,,4.3,-4.4,0.9,6,,,,
