Local time in Xi'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
22.01.2020 23:00,1.9,731.5,769.6,,73,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-0.3,8.8,,,,,,2.3,-2.4,No precipitation,6,,,,
22.01.2020 20:00,4.4,730.4,768.4,1.6,63,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.8,,,2500 or more  or no clouds.,,,3.9,-2.0,No precipitation,12,,,,
22.01.2020 17:00,8.0,728.8,766.5,,49,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.8,,,,,,4.9,-2.3,No precipitation,6,,,,
22.01.2020 14:00,7.8,729.1,766.9,-2.1,48,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.0,,,2500 or more  or no clouds.,,,3.3,-2.5,No precipitation,12,,,,
22.01.2020 11:00,3.4,731.2,769.3,,64,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.0,,,,,,3.5,-2.8,No precipitation,6,,,,
22.01.2020 08:00,0.6,730.5,768.6,1.0,75,Wind blowing from the north-northwest,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.0,,,2500 or more  or no clouds.,,,3.3,-3.3,No precipitation,12,,,,
22.01.2020 05:00,0.5,729.5,767.3,,74,Wind blowing from the south,2,,4,,Mist. ,,,-0.3,8.0,,,,,,3.7,-3.6,No precipitation,6,,,,
22.01.2020 02:00,-0.1,729.9,767.8,-0.4,75,Wind blowing from the west-southwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.0,,,2500 or more  or no clouds.,,,3.3,-4.0,No precipitation,12,,,,
21.01.2020 23:00,1.6,730.3,768.2,,68,Wind blowing from the east,0,,6,,Haze. ,,,0.7,8.0,,,,,,4.2,-3.7,No precipitation,6,,,,
21.01.2020 20:00,3.7,729.0,767.0,1.7,58,Wind blowing from the north-northeast,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,8.0,,,,,,7.0,-4.0,No precipitation,12,,,,
21.01.2020 17:00,7.1,727.3,764.9,,45,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,9.0,-4.0,,,,,,
21.01.2020 14:00,7.0,727.9,765.5,-2.4,43,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.7,,,2500 or more  or no clouds.,,,9.0,-4.7,No precipitation,12,,,,
21.01.2020 11:00,4.4,730.3,768.2,,48,Wind blowing from the north-northeast,5,,8,90  or more  but not 100%, ,,,0.7,7.7,,,,,,11.0,-5.9,No precipitation,6,,,,
21.01.2020 08:00,0.8,729.4,767.3,0.2,60,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.7,,,2500 or more  or no clouds.,,,10.0,-6.1,No precipitation,12,,,,
21.01.2020 05:00,1.8,729.2,766.9,,55,Wind blowing from the east,2,,,, ,,,,,,,,,,11.0,-6.5,,,,,,
21.01.2020 02:00,1.7,729.7,767.5,-0.6,55,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.7,,,2500 or more  or no clouds.,,,7.0,-6.4,No precipitation,12,,,,
20.01.2020 23:00,2.8,730.3,768.2,,52,Wind blowing from the north-east,2,,10,, ,,,-1.7,7.7,,,,,,8.0,-6.1,No precipitation,6,,,,
20.01.2020 20:00,4.8,730.0,768.1,,42,Wind blowing from the east-northeast,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.7,,,2500 or more  or no clouds.,,,14.0,-7.0,No precipitation,12,,,,
20.01.2020 17:00,7.1,728.8,766.6,,35,Wind blowing from the north-east,4,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,21.0,-7.3,,,,,,
20.01.2020 14:00,6.6,730.4,768.3,-3.2,38,Wind blowing from the east-northeast,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.9,,,2500 or more  or no clouds.,,,16.0,-6.7,No precipitation,12,,,,
20.01.2020 11:00,3.4,733.6,771.7,,47,Wind blowing from the east-northeast,4,,6,90  or more  but not 100%, ,,,-1.7,9.9,,,,,,12.0,-7.1,No precipitation,6,,,,
20.01.2020 08:00,-1.4,733.0,771.2,0.9,73,Wind blowing from the north-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,9.9,,,2500 or more  or no clouds.,,,7.0,-5.6,No precipitation,12,,,,
20.01.2020 05:00,-0.3,732.1,769.9,,63,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,11.0,-6.5,,,,,,
20.01.2020 02:00,0.8,732.2,770.0,-0.3,59,Wind blowing from the east-southeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,9.9,,,2500 or more  or no clouds.,,,10.0,-6.3,No precipitation,12,,,,
19.01.2020 23:00,3.4,732.5,770.5,,45,Wind blowing from the west-northwest,1,,7,, ,,,-0.8,9.9,,,,,,8.0,-7.4,No precipitation,6,,,,
19.01.2020 20:00,5.4,731.8,769.9,0.9,40,Wind blowing from the west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,9.9,,,2500 or more  or no clouds.,,,14.0,-7.4,No precipitation,12,,,,
19.01.2020 17:00,9.0,730.9,768.7,,23,Wind blowing from the south-west,2,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-11.0,,,,,,
19.01.2020 14:00,9.5,732.4,770.2,-3.0,25,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,9.5,,,2500 or more  or no clouds.,,,22.0,-9.5,No precipitation,12,,,,
19.01.2020 11:00,4.7,735.4,773.6,,38,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-0.8,5.3,,,,,,21.0,-8.4,No precipitation,6,,,,
19.01.2020 08:00,-0.5,735.0,773.5,0.4,59,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,5.3,,,2500 or more  or no clouds.,,,22.0,-7.7,No precipitation,12,,,,
19.01.2020 05:00,-0.3,734.6,772.9,,54,Wind blowing from the south-west,1,,,, ,,,,,,,,,,24.0,-8.5,,,,,,
19.01.2020 02:00,0.2,735.1,773.5,-0.1,63,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.3,,,2500 or more  or no clouds.,,,3.4,-6.0,No precipitation,12,,,,
18.01.2020 23:00,1.7,735.2,773.7,,73,Wind blowing from the west,1,,7,,Mist. ,,,-0.7,5.3,,,,,,2.9,-2.6,No precipitation,6,,,,
18.01.2020 20:00,3.1,734.8,773.2,0.9,80,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.3,,,2500 or more  or no clouds.,,,1.4,0.0,No precipitation,12,,,,
18.01.2020 17:00,5.2,733.9,772.1,,68,Wind blowing from the south,2,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,5.2,,,2500 or more  or no clouds.,,,2.0,-0.2,No precipitation,6,,,,
18.01.2020 14:00,2.4,734.4,772.9,-1.9,80,Wind blowing from the south-southwest,3,,7,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,3.3,,,2500 or more  or no clouds.,,,1.4,-0.7,No precipitation,12,,,,
18.01.2020 11:00,0.7,736.3,775.0,,86,Wind blowing from the west-southwest,2,,5,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,2500 or more  or no clouds.,,,1.3,-1.4,No precipitation,6,,,,
18.01.2020 08:00,-0.5,735.1,773.8,1.7,93,Wind blowing from the north-west,1,,5,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.8,-1.5,No precipitation,12,,,,
18.01.2020 05:00,-0.6,733.4,771.8,,96,Wind blowing from the north,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.9,3.3,,,,,,0.4,-1.2,No precipitation,6,,,,
18.01.2020 02:00,-0.6,734.0,772.5,0.0,95,Wind blowing from the south-east,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.3,,,2500 or more  or no clouds.,,,0.3,-1.3,No precipitation,12,,,,
17.01.2020 23:00,0.0,734.0,772.6,,96,Wind blowing from the north-northeast,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.9,3.3,,,,,,0.1,-0.6,No precipitation,6,,,,
17.01.2020 20:00,0.3,733.5,772.2,0.9,91,Wind blowing from the east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.3,,,2500 or more  or no clouds.,,,0.8,-1.0,No precipitation,12,,,,
17.01.2020 17:00,3.0,732.6,771.1,,79,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,3.3,,,,,,1.3,-0.3,No precipitation,6,,,,
17.01.2020 14:00,1.7,733.4,772.0,-2.7,86,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.0,,,2500 or more  or no clouds.,,,1.1,-0.5,No precipitation,12,,,,
17.01.2020 11:00,0.0,736.1,774.9,,95,Wind blowing from the south-west,2,,3,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.0,,,2500 or more  or no clouds.,,,0.7,-0.7,No precipitation,6,,,,
17.01.2020 08:00,-2.6,735.0,773.8,0.7,94,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.0,,,2500 or more  or no clouds.,,,0.8,-3.4,No precipitation,12,,,,
17.01.2020 05:00,-2.1,734.3,772.8,,95,Wind blowing from the north-west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.3,4.0,,,,,,0.7,-2.8,No precipitation,6,,,,
17.01.2020 02:00,-1.6,734.9,773.5,-1.0,94,Wind blowing from the west-southwest,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,4.0,,,2500 or more  or no clouds.,,,0.5,-2.4,No precipitation,12,,,,
16.01.2020 23:00,-0.6,735.9,774.6,,93,Wind blowing from the north-west,1,,4,,Mist. ,,,-0.8,4.0,,,,,,1.0,-1.6,No precipitation,6,,,,
16.01.2020 20:00,1.1,735.4,774.1,1.8,86,Wind blowing from the east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.0,,,2500 or more  or no clouds.,,,1.5,-1.0,Trace of precipitation,12,,,,
16.01.2020 17:00,3.4,733.6,772.0,,73,Wind blowing from the east,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.0,,,,,,2.3,-1.0,No precipitation,6,,,,
16.01.2020 14:00,2.7,733.9,772.3,-2.1,77,Wind blowing from the west,1,,3,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.7,2.7,,,2500 or more  or no clouds.,,,1.6,-0.9,Trace of precipitation,12,,,,
16.01.2020 11:00,0.9,736.0,774.7,,88,Wind blowing from the north,1,,2,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,-0.7,0.9,,,2500 or more  or no clouds.,,,1.1,-0.9,No precipitation,6,,,,
16.01.2020 08:00,-0.6,735.3,774.1,0.8,93,Wind blowing from the north,0,,2,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,-0.2,,,2500 or more  or no clouds.,,,0.7,-1.6,0.1,12,,,,
16.01.2020 05:00,-0.4,734.5,773.2,,89,Wind blowing from the west-northwest,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.8,0.2,,,,,,1.2,-2.0,No precipitation,6,,,,
16.01.2020 02:00,-0.3,735.1,773.8,-0.7,90,Wind blowing from the south,1,,4,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,1.3,-1.7,0.8,12,,,,
15.01.2020 23:00,-0.4,735.8,774.6,,91,Wind blowing from the south,1,,5,,Mist. ,,,-0.8,,,,,,,1.1,-1.7,0.4,6,,,,
15.01.2020 20:00,-0.7,735.5,774.3,1.9,91,Wind blowing from the south-southwest,1,,5,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.8,,,,2500 or more  or no clouds.,,,0.9,-2.0,2.0,12,,,,
15.01.2020 17:00,-0.4,733.6,772.2,,88,Wind blowing from the north-northeast,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.8,1.6,,,2500 or more  or no clouds.,,,1.3,-2.1,0.9,6,,,,
15.01.2020 14:00,-0.7,732.7,771.2,-1.2,89,Wind blowing from the east-northeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,-0.8,,,,2500 or more  or no clouds.,,,1.1,-2.3,2.0,12,,,,
15.01.2020 11:00,-0.5,733.9,772.5,,90,Wind blowing from the north-northeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,-1.8,2.7,,,2500 or more  or no clouds.,,,1.0,-1.9,1.0,6,,,,
15.01.2020 08:00,-0.8,732.4,770.9,1.1,90,Wind blowing from the east-northeast,3,,6,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Rain.,,2.7,,,2500 or more  or no clouds.,,,0.9,-2.2,0.3,12,,,,
15.01.2020 05:00,0.2,731.3,769.6,,74,Wind blowing from the east-northeast,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,,2.7,,,,,,2.1,-3.9,No precipitation,6,,,,
15.01.2020 02:00,0.4,731.5,769.8,0.0,63,Wind blowing from the west-northwest,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.7,,,2500 or more  or no clouds.,,,5.0,-6.0,No precipitation,12,,,,
14.01.2020 23:00,0.6,731.5,770.0,,62,Wind blowing from the west-southwest,2,,9,,Haze. ,,,-3.9,2.7,,,,,,5.0,-6.0,No precipitation,6,,,,
14.01.2020 20:00,1.4,730.9,769.6,1.4,52,Wind blowing from the south,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,2.7,,,2500 or more  or no clouds.,,,7.0,-7.6,No precipitation,12,,,,
14.01.2020 17:00,1.6,729.5,768.0,,46,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,,,,,,9.0,-8.8,,,,,,
14.01.2020 14:00,1.5,730.3,768.7,-2.7,45,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.5,,,2500 or more  or no clouds.,,,9.0,-9.4,No precipitation,12,,,,
14.01.2020 11:00,-1.8,733.0,771.7,,54,Wind blowing from the east-northeast,6,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-9.9,,,,,,
14.01.2020 08:00,-3.9,734.0,772.9,0.7,61,Wind blowing from the north-east,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.5,,,2500 or more  or no clouds.,,,16.0,-10.3,No precipitation,12,,,,
14.01.2020 05:00,-3.0,733.3,771.8,,59,Wind blowing from the north-east,4,,,, ,,,,,,,,,,22.0,-9.9,,,,,,
14.01.2020 02:00,-1.6,734.5,772.9,-0.1,59,Wind blowing from the east-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.5,,,2500 or more  or no clouds.,,,10.0,-8.6,No precipitation,12,,,,
13.01.2020 23:00,-0.2,734.6,773.2,,65,Wind blowing from the north-east,3,,7,,Haze. ,,,-2.8,4.5,,,,,,4.2,-6.0,No precipitation,6,,,,
13.01.2020 20:00,0.6,733.6,772.3,1.1,63,Wind blowing from the north-northeast,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.5,,,,,,5.0,-5.8,No precipitation,12,,,,
13.01.2020 17:00,3.8,732.5,770.9,,47,Wind blowing from the east-northeast,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,4.7,,,,,,6.0,-6.5,No precipitation,6,,,,
13.01.2020 14:00,3.9,732.0,770.3,-2.0,50,Wind blowing from the north-east,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.2,,,2500 or more  or no clouds.,,,4.8,-5.6,No precipitation,12,,,,
13.01.2020 11:00,0.6,734.0,772.6,,72,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.2,,,,,,2.7,-3.9,No precipitation,6,,,,
13.01.2020 08:00,-1.3,732.6,771.1,1.1,80,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,5.2,,,2500 or more  or no clouds.,,,2.2,-4.3,No precipitation,12,,,,
13.01.2020 05:00,-2.7,731.5,769.8,,88,Wind blowing from the north,1,,4,,Mist. ,,,-2.8,5.2,,,,,,1.9,-4.4,No precipitation,6,,,,
13.01.2020 02:00,-1.3,730.8,769.0,0.5,81,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,5.2,,,2500 or more  or no clouds.,,,2.4,-4.1,No precipitation,12,,,,
12.01.2020 23:00,-0.3,730.3,768.6,,78,Wind blowing from the north-northeast,2,,5,,Mist. ,,,-1.4,5.2,,,,,,2.9,-3.8,No precipitation,6,,,,
12.01.2020 20:00,2.1,730.4,768.7,0.5,67,Wind blowing from the north-northwest,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.2,,,2500 or more  or no clouds.,,,3.2,-3.4,No precipitation,12,,,,
12.01.2020 17:00,4.7,729.9,768.0,,55,Wind blowing from the south-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.5,,,,,,4.6,-3.6,No precipitation,6,,,,
12.01.2020 14:00,4.2,730.4,768.5,-2.3,54,Wind blowing from the south-east,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,4.2,-4.5,No precipitation,12,,,,
12.01.2020 11:00,1.3,732.7,771.0,,69,Wind blowing from the north-east,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,2500 or more  or no clouds.,,,3.7,-3.8,No precipitation,6,,,,
12.01.2020 08:00,-0.3,731.0,769.3,0.7,78,Wind blowing from the north-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,3.8,-3.8,No precipitation,12,,,,
12.01.2020 05:00,-0.7,730.3,768.3,,78,Wind blowing from the east,1,,7,,Mist. ,,,-0.7,7.5,,,,,,3.9,-4.1,No precipitation,6,,,,
12.01.2020 02:00,-0.2,731.1,769.0,-0.1,74,Wind blowing from the north-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,7.5,,,2500 or more  or no clouds.,,,4.2,-4.3,No precipitation,12,,,,
11.01.2020 23:00,1.1,731.2,769.2,,70,Wind blowing from the north-east,4,,7,,Haze. ,,,1.1,7.5,,,,,,4.8,-3.9,No precipitation,6,,,,
11.01.2020 20:00,2.9,730.4,768.5,1.0,67,Wind blowing from the east-northeast,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.5,,,,,,5.0,-2.6,No precipitation,12,,,,
11.01.2020 17:00,6.5,729.4,767.0,,55,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.5,,,,,,6.0,-1.9,No precipitation,6,,,,
11.01.2020 14:00,7.1,730.4,768.1,-3.2,52,Wind blowing from the north,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.1,,,2500 or more  or no clouds.,,,6.0,-2.3,0.3,12,,,,
11.01.2020 11:00,4.2,733.6,771.7,,63,Wind blowing from the north-east,3,,5,90  or more  but not 100%, ,,,1.6,5.1,,,,,,8.0,-2.2,0.1,6,,,,
11.01.2020 08:00,1.7,733.1,771.3,0.2,76,Wind blowing from the north-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,5.1,,,2500 or more  or no clouds.,,,6.0,-2.1,0.4,12,,,,
11.01.2020 05:00,2.8,732.9,770.9,,93,Calm  no wind,0,,,,Mist. ,,,1.1,5.1,,,,,,1.1,1.8,0.3,6,,,,
11.01.2020 02:00,3.2,733.6,771.7,-0.9,89,Wind blowing from the north,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.1,,,2500 or more  or no clouds.,,,1.7,1.6,0.1,12,,,,
10.01.2020 23:00,3.2,734.5,772.6,,86,Wind blowing from the west-southwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.1,5.1,,,,,,1.9,1.1,No precipitation,6,,,,
10.01.2020 20:00,3.8,733.6,771.7,1.5,80,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.1,,,2500 or more  or no clouds.,,,2.2,0.7,No precipitation,12,,,,
10.01.2020 17:00,4.6,732.1,770.2,,74,Wind blowing from the west-southwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,5.1,,,2500 or more  or no clouds.,,,3.1,0.4,No precipitation,6,,,,
10.01.2020 14:00,4.7,731.9,769.9,-2.0,76,Wind blowing from the south-west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,4.7,,,2500 or more  or no clouds.,,,2.9,0.7,No precipitation,12,,,,
10.01.2020 11:00,2.9,733.9,772.2,,89,Wind blowing from the south-west,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,2.9,,,2500 or more  or no clouds.,,,1.7,1.3,No precipitation,6,,,,
10.01.2020 08:00,1.2,733.0,771.4,0.2,93,Wind blowing from the north,0,,2,100%.,Snow not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,2.4,,,2500 or more  or no clouds.,,,1.4,0.2,No precipitation,12,,,,
10.01.2020 05:00,1.2,732.8,771.1,,94,Wind blowing from the south-southeast,0,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,1.1,2.4,,,,,,1.0,0.3,No precipitation,6,,,,
