Local time in Shantou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,14.5,771.9,772.2,,40,Wind blowing from the east,2,,6,no clouds, ,,,8.2,16.6,,,,,,30.0,1.0,No precipitation,6,,,,
18.02.2020 08:00,10.3,772.0,772.3,1.5,68,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,16.6,,,,,,30.0,4.6,No precipitation,12,,,,
18.02.2020 05:00,9.0,770.5,770.8,,82,Wind blowing from the west,1,,4,, ,,,8.0,16.6,,,,,,30.0,6.0,No precipitation,6,,,,
18.02.2020 02:00,10.4,770.6,770.9,-1.1,76,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.6,,,2500 or more  or no clouds.,,,30.0,6.3,No precipitation,12,,,,
17.02.2020 23:00,11.9,771.7,772.0,,71,Wind blowing from the south-southeast,1,,5,, ,,,8.0,16.6,,,,,,30.0,6.8,No precipitation,6,,,,
17.02.2020 20:00,13.1,770.7,771.0,1.4,60,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.6,,,,,,30.0,5.5,No precipitation,12,,,,
17.02.2020 17:00,15.0,769.3,769.6,,46,Wind blowing from the south-east,2,,5,no clouds, ,,,8.0,16.6,,,,,,30.0,3.4,No precipitation,6,,,,
17.02.2020 14:00,16.0,769.1,769.4,-2.0,34,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.3,,,,,,30.0,0.1,Trace of precipitation,12,,,,
17.02.2020 11:00,13.2,771.1,771.4,,37,Wind blowing from the south-southwest,1,,5,no clouds, ,,,8.0,13.3,,,,,,30.0,-1.1,No precipitation,6,,,,
17.02.2020 08:00,8.7,771.1,771.4,2.1,49,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.2,,,2500 or more  or no clouds.,,,30.0,-1.4,0.1,12,,,,
17.02.2020 05:00,8.6,769.0,769.3,,55,Wind blowing from the south-west,2,,5,, ,,,8.6,13.2,,,,,,30.0,-0.1,No precipitation,6,,,,
17.02.2020 02:00,10.3,768.9,769.2,0.0,56,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,30.0,1.9,0.1,12,,,,
16.02.2020 23:00,11.0,768.9,769.2,,60,Wind blowing from the south-west,2,,7,,Rain (not freezing) not falling as shower(s). ,,,10.3,,,,,,,30.0,3.5,0.1,6,,,,
16.02.2020 20:00,11.3,767.6,767.9,1.6,64,Wind blowing from the south-west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,600-1000,,,30.0,4.7,8.0,12,,,,
16.02.2020 17:00,12.1,766.0,766.3,,62,Wind blowing from the south-west,2,,9,100%., ,,,10.3,,,,600-1000,,,30.0,5.0,0.2,6,,,,
16.02.2020 14:00,12.3,765.7,766.0,-1.1,71,Wind blowing from the west-southwest,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,23.7,,,600-1000,,,30.0,7.2,20.0,12,,,,
16.02.2020 11:00,11.1,766.8,767.1,,92,Wind blowing from the west-southwest,2,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,10.3,23.7,,,600-1000,,,30.0,9.8,16.0,6,,,,
16.02.2020 08:00,11.3,765.1,765.4,1.9,99,Wind blowing from the west,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,23.7,,,600-1000,,,6.0,11.1,17.0,12,,,,
16.02.2020 05:00,13.0,763.2,763.5,,97,Wind blowing from the west,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.0,23.7,,,,,,30.0,12.5,7.0,6,,,,
16.02.2020 02:00,18.2,761.6,761.9,-0.1,97,Wind blowing from the west,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.7,,,2500 or more  or no clouds.,,,19.0,17.7,5.0,12,,,,
15.02.2020 23:00,20.1,761.7,762.0,,97,Wind blowing from the east-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.2,23.7,,,,,,3.5,19.6,3.0,6,,,,
15.02.2020 20:00,20.7,760.6,760.9,0.8,97,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.7,,,600-1000,,,14.0,20.2,Trace of precipitation,12,,,,
15.02.2020 17:00,21.8,759.8,760.1,,89,Wind blowing from the south-southeast,1,,6,100%., ,,,18.2,23.7,,,600-1000,,,23.0,19.9,No precipitation,6,,,,
15.02.2020 14:00,22.7,759.8,760.1,-2.0,84,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,23.1,,,600-1000,,,26.0,19.8,Trace of precipitation,12,,,,
15.02.2020 11:00,22.2,761.8,762.1,,85,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,18.2,22.5,,,,,,30.0,19.5,No precipitation,6,,,,
15.02.2020 08:00,18.9,762.3,762.6,1.0,99,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,19.8,,,600-1000,,,13.0,18.7,Trace of precipitation,12,,,,
15.02.2020 05:00,18.3,761.3,761.6,,99,Wind blowing from the east,2,,,, ,,,17.7,19.8,,,,,,10.0,18.1,No precipitation,6,,,,
15.02.2020 02:00,18.3,762.3,762.6,-0.5,97,Wind blowing from the east,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,19.8,,,2500 or more  or no clouds.,,,6.0,17.8,No precipitation,12,,,,
14.02.2020 23:00,18.4,762.8,763.1,,97,Wind blowing from the south-southeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.7,19.8,,,,,,7.0,17.9,No precipitation,6,,,,
14.02.2020 20:00,19.4,762.2,762.5,1.3,97,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,19.8,,,600-1000,,,10.0,18.9,18.0,12,,,,
14.02.2020 17:00,19.7,760.9,761.2,,99,Wind blowing from the east-southeast,1,,4,100%., ,,,17.7,20.3,,,600-1000,,,15.0,19.5,11.0,6,,,,
14.02.2020 14:00,18.8,760.0,760.3,-2.9,98,Wind blowing from the east-southeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,14.0,18.4,19.0,12,,,,
14.02.2020 11:00,18.6,762.9,763.2,,98,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,4.0,18.2,7.0,6,,,,
14.02.2020 08:00,17.9,761.5,761.8,,98,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,5.0,17.5,1.0,12,,,,
14.02.2020 02:00,18.4,761.4,761.7,-0.4,98,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,21.4,,,2500 or more  or no clouds.,,,2.9,18.0,No precipitation,12,,,,
13.02.2020 23:00,18.3,761.8,762.1,,98,Wind blowing from the east,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,17.7,21.4,,,,,,0.6,17.9,No precipitation,6,,,,
13.02.2020 20:00,19.2,761.5,761.8,1.2,98,Wind blowing from the east,1,,4,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.4,,,600-1000,,,7.0,18.8,0.2,12,,,,
13.02.2020 17:00,20.3,760.3,760.6,,99,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.0,,,600-1000,,,9.0,20.1,0.2,6,,,,
13.02.2020 14:00,20.6,760.9,761.2,-2.2,97,Wind blowing from the south-east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,8.0,20.1,0.2,12,,,,
13.02.2020 11:00,19.4,763.1,763.4,,97,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,600-1000,,,3.0,18.9,No precipitation,6,,,,
13.02.2020 08:00,18.1,762.4,762.7,0.7,98,Wind blowing from the east,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,,,,600-1000,,,1.9,17.7,No precipitation,12,,,,
13.02.2020 05:00,18.9,761.7,762.0,,97,Wind blowing from the west-northwest,0,,3,,Mist. ,,,16.8,25.9,,,,,,3.9,18.4,No precipitation,6,,,,
13.02.2020 02:00,18.4,762.5,762.8,-0.7,97,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.9,,,2500 or more  or no clouds.,,,6.0,17.9,No precipitation,12,,,,
12.02.2020 23:00,18.7,763.2,763.5,,99,Calm  no wind,0,,,,Mist. ,,,16.8,25.9,,,,,,7.0,18.5,No precipitation,6,,,,
12.02.2020 20:00,20.2,762.5,762.8,0.6,85,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.9,,,,,,11.0,17.6,0.9,12,,,,
12.02.2020 17:00,24.0,761.9,762.2,,71,Wind blowing from the south-east,1,,4,no clouds, ,,,16.6,25.9,,,,,,24.0,18.4,0.1,6,,,,
12.02.2020 14:00,25.5,762.3,762.6,-2.4,67,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.5,,,2500 or more  or no clouds.,,,21.0,18.9,1.0,12,,,,
12.02.2020 11:00,21.8,764.7,765.0,,76,Wind blowing from the south-east,1,,3,, ,,,16.6,21.9,,,,,,10.0,17.3,0.8,6,,,,
12.02.2020 08:00,17.5,764.8,765.1,0.8,99,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,600-1000,,,7.0,17.3,0.7,12,,,,
12.02.2020 05:00,16.9,764.0,764.3,,99,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,,,15.8,20.2,,,,,,6.0,16.7,0.3,6,,,,
12.02.2020 02:00,17.0,764.7,765.0,-0.8,99,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,20.2,,,2500 or more  or no clouds.,,,7.0,16.8,0.4,12,,,,
11.02.2020 23:00,16.9,765.5,765.8,,98,Wind blowing from the east-northeast,1,,6,, ,,,15.8,20.2,,,,,,8.0,16.5,0.4,6,,,,
11.02.2020 20:00,17.8,765.4,765.7,0.1,71,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,20.2,,,600-1000,,,9.0,12.4,Trace of precipitation,12,,,,
11.02.2020 17:00,18.8,765.3,765.6,,61,Wind blowing from the east,2,,6,100%., ,,,15.8,20.2,,,600-1000,,,19.0,11.1,No precipitation,6,,,,
11.02.2020 14:00,20.1,765.6,765.9,-2.0,58,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,20.1,,,2500 or more  or no clouds.,,,20.0,11.5,Trace of precipitation,12,,,,
11.02.2020 11:00,17.8,767.6,767.9,,61,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,18.6,,,600-1000,,,18.0,10.1,No precipitation,6,,,,
11.02.2020 08:00,16.1,767.2,767.5,1.3,68,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,16.0,10.2,No precipitation,12,,,,
11.02.2020 05:00,15.9,765.9,766.2,,69,Wind blowing from the east,1,,6,, ,,,,18.6,,,,,,16.0,10.2,No precipitation,6,,,,
11.02.2020 02:00,16.1,766.9,767.2,-1.0,70,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.6,,,2500 or more  or no clouds.,,,18.0,10.6,No precipitation,12,,,,
10.02.2020 23:00,16.2,767.9,768.2,,68,Wind blowing from the east,1,,9,, ,,,,18.6,,,,,,22.0,10.2,No precipitation,6,,,,
10.02.2020 20:00,16.6,767.1,767.4,0.6,65,Wind blowing from the east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.6,,,600-1000,,,21.0,10.0,No precipitation,12,,,,
10.02.2020 17:00,17.3,766.5,766.8,,52,Wind blowing from the east-northeast,2,,9,100%., ,,,12.4,18.6,,,600-1000,,,22.0,7.3,No precipitation,6,,,,
10.02.2020 14:00,17.7,766.9,767.2,-1.8,51,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,18.6,,,600-1000,,,25.0,7.4,No precipitation,12,,,,
10.02.2020 11:00,17.4,768.7,769.0,,50,Wind blowing from the east,2,,8,40%., ,,,12.4,17.7,,,600-1000,,,30.0,6.8,No precipitation,6,,,,
10.02.2020 08:00,13.5,768.4,768.7,0.9,63,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,17.7,,,,,,29.0,6.6,No precipitation,12,,,,
10.02.2020 05:00,13.1,767.5,767.8,,68,Wind blowing from the east-northeast,2,,6,, ,,,13.0,17.7,,,,,,22.0,7.3,No precipitation,6,,,,
10.02.2020 02:00,14.2,768.9,769.2,-0.7,76,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.7,,,2500 or more  or no clouds.,,,23.0,10.0,No precipitation,12,,,,
09.02.2020 23:00,14.7,769.6,769.9,,72,Wind blowing from the east,2,,6,, ,,,13.6,17.7,,,,,,30.0,9.7,No precipitation,6,,,,
09.02.2020 20:00,15.2,769.2,769.5,0.9,69,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.7,,,2500 or more  or no clouds.,,,30.0,9.5,No precipitation,12,,,,
09.02.2020 17:00,15.8,768.3,768.6,,62,Wind blowing from the east,1,,6,100%., ,,,13.6,17.7,,,600-1000,,,30.0,8.5,No precipitation,6,,,,
09.02.2020 14:00,16.2,768.6,768.9,-2.3,63,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,18.6,,,600-1000,,,30.0,9.1,No precipitation,12,,,,
09.02.2020 11:00,17.0,770.9,771.2,,65,Wind blowing from the south,1,,6,90  or more  but not 100%, ,,,13.6,18.6,,,,,,21.0,10.3,No precipitation,6,,,,
09.02.2020 08:00,14.3,770.2,770.5,0.4,80,Wind blowing from the east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,2500 or more  or no clouds.,,,24.0,10.9,No precipitation,12,,,,
09.02.2020 05:00,13.8,769.8,770.1,,76,Wind blowing from the east-southeast,1,,8,, ,,,13.8,18.6,,,,,,23.0,9.6,No precipitation,6,,,,
09.02.2020 02:00,14.3,770.2,770.5,-0.2,67,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.6,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
08.02.2020 23:00,14.7,770.4,770.7,,68,Wind blowing from the east,3,,8,, ,,,14.5,18.6,,,,,,30.0,8.8,No precipitation,6,,,,
08.02.2020 20:00,15.1,769.3,769.6,1.3,75,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,18.6,,,600-1000,,,30.0,10.7,No precipitation,12,,,,
08.02.2020 17:00,16.3,768.0,768.3,,70,Wind blowing from the east,2,,,100%., ,,,14.5,18.6,,,600-1000,,,27.0,10.8,No precipitation,6,,,,
08.02.2020 14:00,18.5,767.8,768.1,-1.5,70,Wind blowing from the east-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.5,,,600-1000,,,21.0,12.9,No precipitation,12,,,,
08.02.2020 11:00,14.7,769.3,769.6,,90,Wind blowing from the east,1,,,100%., ,,,14.5,,,,600-1000,,,13.0,13.0,No precipitation,6,,,,
08.02.2020 08:00,14.6,768.6,768.9,1.4,95,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,600-1000,,,13.0,13.8,No precipitation,12,,,,
08.02.2020 05:00,14.8,767.2,767.5,,94,Wind blowing from the east,2,,,, ,,,14.8,19.5,,,,,,19.0,13.8,No precipitation,6,,,,
08.02.2020 02:00,15.2,767.8,768.1,0.2,94,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,19.5,,,2500 or more  or no clouds.,,,28.0,14.2,No precipitation,12,,,,
07.02.2020 23:00,15.3,767.6,767.9,,87,Wind blowing from the east,1,,4,, ,,,15.2,19.5,,,,,,21.0,13.1,No precipitation,6,,,,
07.02.2020 20:00,16.4,766.9,767.2,1.5,82,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.5,,,2500 or more  or no clouds.,,,28.0,13.3,No precipitation,12,,,,
07.02.2020 17:00,17.8,765.4,765.7,,74,Wind blowing from the east,2,,,100%., ,,,15.2,19.5,,,600-1000,,,17.0,13.1,No precipitation,6,,,,
07.02.2020 14:00,19.1,765.8,766.1,-1.7,68,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.5,,,2500 or more  or no clouds.,,,18.0,13.0,No precipitation,12,,,,
07.02.2020 11:00,17.3,767.5,767.8,,75,Wind blowing from the east,2,,6,100%., ,,,15.2,17.6,,,600-1000,,,15.0,12.8,No precipitation,6,,,,
07.02.2020 08:00,15.5,767.1,767.4,1.5,82,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.6,,,600-1000,,,22.0,12.4,No precipitation,12,,,,
07.02.2020 05:00,15.2,765.6,765.9,,82,Wind blowing from the east,2,,6,, ,,,14.3,17.6,,,,,,24.0,12.1,No precipitation,6,,,,
07.02.2020 02:00,15.4,765.5,765.8,-0.7,80,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.6,,,2500 or more  or no clouds.,,,24.0,11.9,No precipitation,12,,,,
06.02.2020 23:00,16.2,766.2,766.5,,73,Wind blowing from the east,2,,6,, ,,,,17.6,,,,,,25.0,11.3,No precipitation,6,,,,
06.02.2020 20:00,16.8,765.0,765.3,1.0,67,Wind blowing from the east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.6,,,600-1000,,,20.0,10.6,No precipitation,12,,,,
06.02.2020 17:00,17.0,764.0,764.3,,65,Wind blowing from the east,2,,9,100%., ,,,13.9,17.6,,,600-1000,,,23.0,10.3,No precipitation,6,,,,
06.02.2020 14:00,17.1,764.4,764.7,-1.8,62,Wind blowing from the east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.2,,,600-1000,,,24.0,9.7,Trace of precipitation,12,,,,
06.02.2020 11:00,16.3,766.2,766.5,,62,Wind blowing from the east,3,,11,100%., ,,,13.9,19.2,,,600-1000,,,27.0,9.0,Trace of precipitation,6,,,,
06.02.2020 08:00,14.7,766.2,766.5,1.0,66,Wind blowing from the east,2,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,2500 or more  or no clouds.,,,27.0,8.4,Trace of precipitation,12,,,,
06.02.2020 05:00,14.4,765.2,765.5,,58,Wind blowing from the east,3,,11,, ,,,13.9,19.2,,,,,,30.0,6.2,No precipitation,6,,,,
06.02.2020 02:00,14.2,766.9,767.2,-0.3,57,Wind blowing from the east,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.2,,,2500 or more  or no clouds.,,,30.0,5.8,No precipitation,12,,,,
05.02.2020 23:00,14.6,767.2,767.5,,67,Wind blowing from the east,3,,10,, ,,,14.5,19.2,,,,,,30.0,8.5,No precipitation,6,,,,
05.02.2020 20:00,15.7,766.3,766.6,0.9,70,Wind blowing from the east,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.2,,,600-1000,,,29.0,10.2,No precipitation,12,,,,
05.02.2020 17:00,17.0,765.4,765.7,,66,Wind blowing from the east,3,,9,20–30%., ,,,14.5,19.2,,,600-1000,,,30.0,10.6,No precipitation,6,,,,
05.02.2020 14:00,18.7,765.2,765.5,-2.1,63,Wind blowing from the east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.2,,,600-1000,,,30.0,11.5,No precipitation,12,,,,
05.02.2020 11:00,17.7,767.3,767.6,,68,Wind blowing from the east,3,,7,20–30%., ,,,14.3,17.9,,,600-1000,,,30.0,11.7,0.1,6,,,,
05.02.2020 08:00,15.2,766.9,767.2,0.9,99,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,15.5,,,600-1000,,,10.0,15.0,0.1,12,,,,
05.02.2020 05:00,14.8,766.0,766.3,,97,Wind blowing from the east,1,,,, ,,,13.9,15.5,,,,,,11.0,14.4,No precipitation,6,,,,
05.02.2020 02:00,14.8,766.1,766.4,-0.5,97,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.5,,,2500 or more  or no clouds.,,,14.0,14.4,0.1,12,,,,
04.02.2020 23:00,14.9,766.6,766.9,,99,Wind blowing from the east,1,,4,, ,,,13.9,15.5,,,,,,16.0,14.7,0.1,6,,,,
04.02.2020 20:00,15.2,766.1,766.4,1.4,97,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.2,,,600-1000,,,30.0,14.8,1.0,12,,,,
04.02.2020 17:00,15.3,764.7,765.0,,97,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,600-1000,,,30.0,14.8,1.0,6,,,,
04.02.2020 14:00,14.6,765.2,765.5,-2.0,99,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,600-1000,,,30.0,14.4,1.0,12,,,,
04.02.2020 11:00,14.3,767.2,767.5,,99,Wind blowing from the south,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,600-1000,,,11.0,14.1,Trace of precipitation,6,,,,
04.02.2020 08:00,14.0,766.9,767.2,1.5,97,Wind blowing from the east,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,,,,600-1000,,,10.0,13.6,Trace of precipitation,12,,,,
