Local time in Shantou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.04.2020 23:00,17.8,763.3,763.6,0.9,56,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,,,14.7,21.6,,,2500 or more  or no clouds.,,,30.0,8.9,No precipitation,12,,,,
07.04.2020 20:00,18.1,762.4,762.7,1.5,82,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,21.6,,,2500 or more  or no clouds.,,,18.0,14.9,No precipitation,12,,,,
07.04.2020 17:00,19.9,760.9,761.2,-0.3,73,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,21.6,,,2500 or more  or no clouds.,,,28.0,14.9,No precipitation,12,,,,
07.04.2020 14:00,20.9,761.2,761.5,-2.0,70,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,21.6,,,2500 or more  or no clouds.,,,30.0,15.2,0.1,12,,,,
07.04.2020 11:00,20.3,763.2,763.5,0.4,68,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,20.5,,,2500 or more  or no clouds.,,,30.0,14.2,1.0,12,,,,
07.04.2020 08:00,16.4,762.8,763.1,1.3,99,Wind blowing from the south,1,,2,,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.4,,,2500 or more  or no clouds.,,,18.0,16.2,4.0,12,,,,
07.04.2020 05:00,15.0,761.5,761.8,-0.5,97,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,,,,15.1,,,2500 or more  or no clouds.,,,10.0,14.5,7.0,12,,,,
07.04.2020 02:00,14.7,762.0,762.3,-1.0,97,Wind blowing from the south-southwest,0,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.9,,,2500 or more  or no clouds.,,,8.0,14.3,15.0,12,,,,
06.04.2020 23:00,14.7,763.0,763.3,-0.2,97,Wind blowing from the east-southeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.2,15.3,,,2500 or more  or no clouds.,,,6.0,14.3,22.0,12,,,,
06.04.2020 20:00,14.7,763.2,763.5,1.2,97,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,13.2,,,,2500 or more  or no clouds.,,,11.0,14.2,20.0,12,,,,
06.04.2020 17:00,14.7,762.0,762.3,-1.2,97,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,13.2,,,,2500 or more  or no clouds.,,,6.0,14.2,18.0,12,,,,
06.04.2020 14:00,14.2,763.2,763.5,-1.5,97,Wind blowing from the east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,2500 or more  or no clouds.,,,4.1,13.8,12.0,12,,,,
06.04.2020 11:00,14.0,764.7,765.0,-0.1,97,Wind blowing from the east-southeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,16.5,,,2500 or more  or no clouds.,,,5.0,13.6,4.0,12,,,,
06.04.2020 08:00,14.2,764.8,765.1,0.6,90,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.3,,,2500 or more  or no clouds.,,,19.0,12.5,4.0,12,,,,
06.04.2020 05:00,13.5,764.2,764.5,-0.1,97,Wind blowing from the south-east,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.5,17.3,,,2500 or more  or no clouds.,,,7.0,13.1,3.0,12,,,,
06.04.2020 02:00,14.7,764.3,764.6,-1.4,83,Wind blowing from the east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.3,,,2500 or more  or no clouds.,,,14.0,11.8,0.7,12,,,,
05.04.2020 23:00,15.3,765.7,766.0,0.9,84,Wind blowing from the east-southeast,1,,7,,Rain (not freezing) not falling as shower(s). ,,,15.2,17.7,,,2500 or more  or no clouds.,,,14.0,12.6,2.0,12,,,,
05.04.2020 20:00,16.1,764.8,765.1,0.1,72,Wind blowing from the east,1,,7,,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,17.7,,,2500 or more  or no clouds.,,,22.0,11.0,4.0,12,,,,
05.04.2020 17:00,16.4,764.7,765.0,-0.7,76,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.0,,,2500 or more  or no clouds.,,,18.0,12.1,4.0,12,,,,
05.04.2020 14:00,15.5,765.4,765.7,-1.3,81,Wind blowing from the east,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.2,,,2500 or more  or no clouds.,,,9.0,12.2,4.0,12,,,,
05.04.2020 11:00,15.6,766.7,767.0,0.2,82,Wind blowing from the east,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,20.5,,,2500 or more  or no clouds.,,,10.0,12.5,2.0,12,,,,
05.04.2020 08:00,17.3,766.5,766.8,2.5,64,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,2500 or more  or no clouds.,,,21.0,10.4,0.1,12,,,,
05.04.2020 05:00,16.9,764.0,764.3,-0.8,70,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,,,16.9,,,,2500 or more  or no clouds.,,,24.0,11.4,0.1,12,,,,
05.04.2020 02:00,17.4,764.8,765.1,-0.9,62,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,20.5,,,2500 or more  or no clouds.,,,30.0,10.0,0.1,12,,,,
04.04.2020 23:00,17.6,765.7,766.0,0.6,67,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,,,17.2,20.5,,,2500 or more  or no clouds.,,,30.0,11.4,0.1,12,,,,
04.04.2020 20:00,17.2,765.1,765.4,1.3,99,Wind blowing from the east,1,,7,,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,20.5,,,2500 or more  or no clouds.,,,5.0,17.0,0.2,12,,,,
04.04.2020 17:00,17.9,763.8,764.1,0.2,94,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.1,,,2500 or more  or no clouds.,,,12.0,16.9,0.4,12,,,,
04.04.2020 14:00,19.2,763.6,763.9,-1.7,97,Wind blowing from the east,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,22.7,,,2500 or more  or no clouds.,,,15.0,18.7,0.4,12,,,,
04.04.2020 11:00,19.6,765.3,765.6,0.9,99,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,2500 or more  or no clouds.,,,8.0,19.4,0.9,12,,,,
04.04.2020 08:00,18.4,764.4,764.7,0.8,99,Wind blowing from the east,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,,,,2500 or more  or no clouds.,,,13.0,18.2,1.0,12,,,,
04.04.2020 05:00,17.8,763.6,763.9,0.0,97,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,,,17.7,23.0,,,2500 or more  or no clouds.,,,9.0,17.3,3.0,12,,,,
04.04.2020 02:00,17.7,763.6,763.9,-0.9,97,Wind blowing from the east,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.0,,,2500 or more  or no clouds.,,,12.0,17.2,3.0,12,,,,
03.04.2020 23:00,18.3,764.5,764.8,-0.1,97,Wind blowing from the east,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.7,23.0,,,2500 or more  or no clouds.,,,15.0,17.8,2.0,12,,,,
03.04.2020 20:00,18.2,764.6,764.9,1.8,97,Wind blowing from the east,2,,,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.0,,,2500 or more  or no clouds.,,,1.9,17.7,2.0,12,,,,
03.04.2020 17:00,21.1,762.8,763.1,0.1,78,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.0,,,2500 or more  or no clouds.,,,12.0,17.1,No precipitation,12,,,,
03.04.2020 14:00,22.7,762.7,763.0,-2.0,66,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.0,,,2500 or more  or no clouds.,,,23.0,16.0,No precipitation,12,,,,
03.04.2020 11:00,20.0,764.7,765.0,0.2,78,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,20.6,,,2500 or more  or no clouds.,,,13.0,16.0,No precipitation,12,,,,
03.04.2020 08:00,18.4,764.5,764.8,0.7,87,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,20.6,,,2500 or more  or no clouds.,,,14.0,16.2,No precipitation,12,,,,
03.04.2020 05:00,17.8,763.8,764.1,0.0,98,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,,,17.3,20.6,,,2500 or more  or no clouds.,,,10.0,17.4,No precipitation,12,,,,
03.04.2020 02:00,18.5,763.8,764.1,-0.8,89,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,16.6,No precipitation,12,,,,
02.04.2020 23:00,18.9,764.6,764.9,0.4,84,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,,,,,,,2500 or more  or no clouds.,,,11.0,16.1,No precipitation,12,,,,
02.04.2020 20:00,18.9,764.2,764.5,1.2,77,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.6,,,2500 or more  or no clouds.,,,19.0,14.7,No precipitation,12,,,,
02.04.2020 17:00,19.2,763.0,763.3,0.0,74,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.6,,,2500 or more  or no clouds.,,,22.0,14.4,No precipitation,12,,,,
02.04.2020 14:00,19.1,763.0,763.3,-2.3,76,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.6,,,2500 or more  or no clouds.,,,27.0,14.7,No precipitation,12,,,,
02.04.2020 11:00,18.6,765.3,765.6,-0.2,74,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.6,,,2500 or more  or no clouds.,,,30.0,13.8,No precipitation,12,,,,
02.04.2020 08:00,17.6,765.5,765.8,1.6,72,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,20.6,,,2500 or more  or no clouds.,,,26.0,12.5,No precipitation,12,,,,
02.04.2020 05:00,17.5,763.9,764.2,0.3,69,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,,,17.5,20.6,,,2500 or more  or no clouds.,,,30.0,11.7,No precipitation,12,,,,
02.04.2020 02:00,18.0,763.6,763.9,-0.1,68,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,20.6,,,2500 or more  or no clouds.,,,30.0,12.0,No precipitation,12,,,,
01.04.2020 23:00,18.4,763.7,764.0,0.7,70,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,,,18.2,20.6,,,2500 or more  or no clouds.,,,30.0,12.8,No precipitation,12,,,,
01.04.2020 20:00,18.8,763.0,763.3,1.8,77,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,20.6,,,2500 or more  or no clouds.,,,24.0,14.6,No precipitation,12,,,,
01.04.2020 17:00,19.3,761.2,761.5,-0.3,75,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,20.6,,,2500 or more  or no clouds.,,,23.0,14.7,No precipitation,12,,,,
01.04.2020 14:00,20.3,761.5,761.8,-1.9,79,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,20.5,,,2500 or more  or no clouds.,,,28.0,16.5,No precipitation,12,,,,
01.04.2020 11:00,19.1,763.4,763.7,0.7,71,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,20.0,,,2500 or more  or no clouds.,,,30.0,13.7,0.2,12,,,,
01.04.2020 08:00,18.4,762.7,763.0,2.1,79,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,20.0,,,2500 or more  or no clouds.,,,30.0,14.7,0.2,12,,,,
01.04.2020 05:00,18.4,760.6,760.9,0.4,88,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,,,17.7,20.0,,,2500 or more  or no clouds.,,,30.0,16.3,0.2,12,,,,
01.04.2020 02:00,19.0,760.2,760.5,-0.7,97,Wind blowing from the east-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.0,,,2500 or more  or no clouds.,,,5.0,18.5,0.2,12,,,,
31.03.2020 23:00,19.5,760.9,761.2,0.9,98,Wind blowing from the north-northeast,1,,,,Mist. ,,,17.5,20.0,,,2500 or more  or no clouds.,,,3.8,19.1,No precipitation,12,,,,
31.03.2020 20:00,19.6,760.0,760.3,0.9,97,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.0,,,600-1000,,,8.0,19.1,Trace of precipitation,12,,,,
31.03.2020 17:00,20.0,759.1,759.4,-0.7,93,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,20.0,,,600-1000,,,8.0,18.8,No precipitation,12,,,,
31.03.2020 14:00,19.3,759.8,760.1,-1.8,97,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,19.7,,,600-1000,,,8.0,18.8,No precipitation,12,,,,
31.03.2020 11:00,18.9,761.6,761.9,-0.1,99,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,19.0,,,600-1000,,,22.0,18.7,No precipitation,12,,,,
31.03.2020 08:00,17.9,761.7,762.0,0.8,99,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,29.0,17.7,No precipitation,12,,,,
31.03.2020 05:00,17.7,760.9,761.2,0.2,99,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,,,16.3,19.0,,,2500 or more  or no clouds.,,,24.0,17.5,0.1,12,,,,
31.03.2020 02:00,17.7,760.7,761.0,-0.4,99,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.0,,,2500 or more  or no clouds.,,,27.0,17.5,0.1,12,,,,
30.03.2020 23:00,17.8,761.1,761.4,0.9,97,Wind blowing from the east,2,,6,,Mist. ,,,16.3,19.0,,,2500 or more  or no clouds.,,,6.0,17.3,0.1,12,,,,
30.03.2020 20:00,17.8,760.2,760.5,1.1,97,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.0,,,2500 or more  or no clouds.,,,4.6,17.3,,,,,,
30.03.2020 17:00,18.6,759.1,759.4,-0.5,99,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.0,,,600-1000,,,4.8,18.4,No precipitation,12,,,,
30.03.2020 14:00,18.7,759.6,759.9,-1.4,99,Wind blowing from the east-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,18.9,,,600-1000,,,4.1,18.5,No precipitation,12,,,,
30.03.2020 11:00,17.5,761.0,761.3,-0.2,99,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,17.9,,,600-1000,,,3.3,17.3,No precipitation,12,,,,
30.03.2020 08:00,16.5,761.2,761.5,1.2,97,Wind blowing from the east-northeast,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,17.9,,,600-1000,,,3.0,16.0,No precipitation,12,,,,
30.03.2020 05:00,17.0,760.0,760.3,-0.4,97,Wind blowing from the east,2,,6,,Mist. ,,,16.1,17.9,,,2500 or more  or no clouds.,,,6.0,16.5,No precipitation,12,,,,
30.03.2020 02:00,17.1,760.4,760.7,-0.7,81,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,17.9,,,2500 or more  or no clouds.,,,9.0,13.8,No precipitation,12,,,,
29.03.2020 23:00,17.7,761.1,761.4,0.3,79,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,,,16.1,17.9,,,2500 or more  or no clouds.,,,11.0,14.0,No precipitation,12,,,,
29.03.2020 20:00,17.7,760.8,761.1,1.4,78,Wind blowing from the east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,18.2,,,600-1000,,,14.0,13.8,No precipitation,12,,,,
29.03.2020 17:00,17.8,759.4,759.7,-1.4,77,Wind blowing from the east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,20.1,,,Less than  50,,,18.0,13.7,No precipitation,12,,,,
29.03.2020 14:00,17.1,760.8,761.1,-2.2,75,Wind blowing from the east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,600-1000,,,25.0,12.6,No precipitation,12,,,,
29.03.2020 11:00,17.5,763.0,763.3,-0.4,73,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,600-1000,,,30.0,12.6,No precipitation,12,,,,
29.03.2020 08:00,16.7,763.4,763.7,1.6,75,Wind blowing from the east,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,600-1000,,,30.0,12.2,No precipitation,12,,,,
29.03.2020 05:00,16.4,761.8,762.1,-0.9,79,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,,,16.4,25.1,,,2500 or more  or no clouds.,,,30.0,12.7,No precipitation,12,,,,
29.03.2020 02:00,17.2,762.7,763.0,-0.4,77,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.1,,,2500 or more  or no clouds.,,,30.0,13.1,No precipitation,12,,,,
28.03.2020 23:00,17.8,763.1,763.4,1.2,83,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,,,17.7,25.1,,,2500 or more  or no clouds.,,,30.0,14.8,Trace of precipitation,12,,,,
28.03.2020 20:00,18.2,761.9,762.2,1.8,96,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,25.1,,,600-1000,,,30.0,17.5,Trace of precipitation,12,,,,
28.03.2020 17:00,20.2,760.1,760.4,-0.2,86,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,25.8,,,600-1000,,,29.0,17.7,Trace of precipitation,12,,,,
28.03.2020 14:00,21.7,760.3,760.6,-1.2,85,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,600-1000,,,21.0,19.0,0.4,12,,,,
28.03.2020 11:00,23.5,761.5,761.8,0.3,84,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,600-1000,,,13.0,20.6,0.4,12,,,,
28.03.2020 08:00,21.2,761.2,761.5,1.5,99,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,,,,600-1000,,,10.0,21.0,0.5,12,,,,
28.03.2020 05:00,21.3,759.7,760.0,-1.0,97,Wind blowing from the east-northeast,2,,5,,Rain (not freezing) not falling as shower(s). ,,,21.3,28.4,,,2500 or more  or no clouds.,,,6.0,20.8,0.4,12,,,,
28.03.2020 02:00,22.7,760.7,761.0,0.1,96,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,28.4,,,2500 or more  or no clouds.,,,8.0,22.1,No precipitation,12,,,,
27.03.2020 23:00,22.5,760.6,760.9,1.3,96,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,,,22.2,28.4,,,2500 or more  or no clouds.,,,10.0,21.9,No precipitation,12,,,,
27.03.2020 20:00,23.4,759.3,759.6,1.1,99,Wind blowing from the south-southeast,1,,5,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,28.4,,,1000-1500,,,18.0,23.2,Trace of precipitation,12,,,,
27.03.2020 17:00,25.7,758.2,758.5,-0.7,82,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,28.4,,,2500 or more  or no clouds.,,,30.0,22.3,No precipitation,12,,,,
27.03.2020 14:00,27.2,758.9,759.2,-2.9,70,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,28.4,,,2500 or more  or no clouds.,,,30.0,21.2,No precipitation,12,,,,
27.03.2020 11:00,24.8,761.8,762.1,1.1,94,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.2,27.7,,,2500 or more  or no clouds.,,,30.0,23.7,No precipitation,12,,,,
27.03.2020 08:00,22.6,760.7,761.0,0.9,96,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,600-1000,,,10.0,22.0,No precipitation,12,,,,
27.03.2020 05:00,22.2,759.8,760.1,-0.6,98,Wind blowing from the east,1,,3,,Mist. ,,,20.9,27.7,,,2500 or more  or no clouds.,,,5.0,21.8,No precipitation,12,,,,
27.03.2020 02:00,22.4,760.4,760.7,-0.4,96,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,27.7,,,2500 or more  or no clouds.,,,6.0,21.8,No precipitation,12,,,,
26.03.2020 23:00,22.8,760.8,761.1,1.1,99,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,,,20.9,27.7,,,2500 or more  or no clouds.,,,11.0,22.6,No precipitation,12,,,,
